"nome_plot";"AF Invest Geraes 30";"ARX Everest Advisory";"AZ Quest Altro Advisory";"Absolute Creta Advisory";"Arx Vinson Advisory";"Atena Yield D30";"Augme 30 Advisory";"Augme 30 II";"BB Asset";"BNP Paribas Match Plus 30 Advisory";"BNP Paribas Rubi";"BOCOM BBM Corporate Credit Plus MULT";"BTG Pactual Crédito Corporativo I";"Bocom BBM Corporate Credit II";"Bradesco Ultra II";"Capitânia Premium 45";"Compass Yield 30";"Daycoval Classic 30";"Ibiuna Credit";"Integral";"Inter Premium";"Iridium Titan Advisory";"JGP Corporate FEEDER II";"JGP Crédito Advisory";"Mag High Grade Plus 30";"Novus Crédito";"Occam Crédito Corporativo 30";"Persevera Yield";"Plural Crédito Corporativo II";"Polo Crédito Corporativo Advisory";"Porto Seguro Ipê";"Principal Claritas";"Riza Lotus Plus Advisory";"Root Capital Crédito HG Plus";"SPX Seahawk Advisory";"Safra Grand Vitesse";"Safra Polaris";"Safra Vitesse";"Selection Light";"Sparta Max Advisory";"Sparta Top";"SulAmérica Crédito Ativo";"SulAmérica Crédito ESG";"Tivio Institucional 15";"Tríade";"Valora Absolute";"Vinland Crédito";"Vinland Crédito 10";"Western Asset Total Credit Plus";"XP Corporate Light";"XP Corporate Plus";"XP Corporate Top"
"BNP Paribas Rubi";"0,736856239050487";"0,596584386489016";"0,840208837470666";"0,727854685802528";"0,533875717021934";"0,631158301422799";"0,7083692936042608";"0,550064669703575";"0,638818584254307";"0,972859995993885";"1,000000000000000";"0,708094355353896";"0,749124851715651";"0,592755192808578";"0,516797913123776";"0,4228573167070206";"0,420548004634308";"0,847475342426885";"0,4034634058096078";"0,613246915716851";"0,773010658608198";"0,6130346841309005";"0,891379714498213";"0,915077567799129";"0,3310747567416625";"0,688192680671377";"0,735751640575119";"0,4509848754725634";"0,937884881695882";"0,6329755900256050";"0,9259678799651104";"0,910402345642123";"0,349727478238098";"0,738103829934297";"0,819268774720219";"0,8843342146542603";"0,921662341509791";"0,8700863144431507";"0,863447072400645";"0,791677082539111";"0,867231149087338";"0,881356362571721";"0,448443970153697";"0,1118381163590466";"0,558166547197781";"0,782383652066001";"0,794068357017373";"0,683601067325226";"0,4436524338161416";"0,816988420927255";"0,760097978352057";"0,739293366690782"
"BOCOM BBM Corporate Credit Plus MULT";"0,464965876361747";"0,478878932857444";"0,726034821001789";"0,642116952380302";"0,516278369671542";"0,450825415204614";"0,6257756970097508";"0,362444224048569";"0,499369532335737";"0,396044602699522";"0,708094355353896";"1,000000000000000";"0,440802553940554";"0,891258166901900";"0,667586857361769";"0,3968426873570818";"0,560354623487085";"0,684105822669242";"0,3334942657208632";"0,661501849524688";"0,476247708287809";"0,3365633934629368";"0,759006964882161";"0,781570526927197";"0,2930295393573095";"0,731369682369399";"0,646889590555165";"0,1662963651738202";"0,678128717645950";"0,3464362365601277";"0,7291268378590039";"0,768128154316935";"0,327073396143484";"0,466012975477378";"0,740590627236661";"0,5684763209089534";"0,832301275112324";"0,5323876348335137";"0,601516410142098";"0,715114087437296";"0,745948541646339";"0,624663157201307";"0,500035527849674";"0,1993270299073549";"0,541256373038486";"0,606356097761352";"0,496165011292406";"0,685234800962355";"0,4024786595063669";"0,532300511882911";"0,619894942111131";"0,519196649396030"
"BTG Pactual Crédito Corporativo I";"0,917544956951213";"0,730820930816008";"0,827747855671834";"0,575940871412081";"0,848129927915002";"0,577371512452549";"0,7510637173038868";"0,626894927636393";"0,715940390388679";"0,671731585245277";"0,749124851715651";"0,440802553940554";"1,000000000000000";"0,779277726261445";"0,852250119689016";"0,6086443225645838";"0,611171462840373";"0,886877661283526";"0,5122545478090075";"0,601143431158425";"0,913849734705312";"0,8614504596671748";"0,804880679035693";"0,728291909108704";"0,1396817521777917";"0,703603725847335";"0,624203028498761";"0,2707663673212507";"0,837395629837744";"0,7786521837327508";"0,8592223296192691";"0,799727544514981";"0,708123229698148";"0,505428830572500";"0,777986967901783";"0,8406221569706709";"0,673344226704316";"0,8803215653628765";"0,913040325587285";"0,852762599087636";"0,843862046233898";"0,832494690662166";"0,668352704470651";"0,1813660896134290";"0,840169045830780";"0,842902576482669";"0,503616019423767";"0,815559663577867";"0,5392984339976122";"0,864952907827287";"0,790081102651701";"0,872945216041569"
"Bocom BBM Corporate Credit II";"0,461046146472385";"0,314034579094072";"0,635118480494584";"0,759762234786296";"0,640482945257951";"0,664478573527963";"0,5748463733882206";"0,514505274933945";"0,636844790862786";"0,585575659339588";"0,592755192808578";"0,891258166901900";"0,779277726261445";"1,000000000000000";"0,819899045034180";"0,4123453535058955";"0,571331695378415";"0,711411145451107";"0,2693398042069073";"0,843624271013805";"0,596539774345366";"0,3749080506910291";"0,689992757860427";"0,673439802461563";"0,3254902442858687";"0,888324643194418";"0,826484894203019";"0,3144985986073932";"0,836117100670031";"0,6416339010069565";"0,7195812849900108";"0,798173089047089";"0,381359696926038";"0,672504349150873";"0,650747905020515";"0,7826121131310474";"0,757518239905808";"0,8067133169014573";"0,578651844411568";"0,811011821169029";"0,836081109252874";"0,859419992778137";"0,791341175638018";"0,3726611115542467";"0,745478322744430";"0,648648838271257";"0,760970652900749";"0,851679034851432";"0,5748033450566392";"0,708059304356906";"0,440010733374248";"0,680830813441599"
"Bradesco Ultra II";"0,592368695905980";"0,618892201845578";"0,661419580714573";"0,763869393697631";"0,681466732472681";"0,732449880969431";"0,4662038996895306";"0,543441386382800";"0,792182304007404";"0,430853715217132";"0,516797913123776";"0,667586857361769";"0,852250119689016";"0,819899045034180";"1,000000000000000";"0,4025448791594741";"0,606644900493313";"0,846150698672183";"0,6766354986292042";"0,838648806529205";"0,666830238343283";"0,5878790026268056";"0,581606338804642";"0,563899522667354";"0,7583039615136999";"0,796478701632217";"0,913680017777146";"0,2365118121857520";"0,913138542719969";"0,8253328063629450";"0,8281443652807462";"0,760644544332674";"0,533571395889331";"0,834116188571462";"0,820840765228308";"0,8051490019158717";"0,759662674699753";"0,8631712118658359";"0,781167927005229";"0,683823004383453";"0,695065225342231";"0,827695278095500";"0,902279625734487";"0,3779226100811269";"0,889609020430959";"0,637033542092070";"0,705313796779603";"0,848492617552060";"0,8549477720681096";"0,841769280788476";"0,386295743507878";"0,683265215495284"
"Capitânia Premium 45";"0,690475737948984";"0,622178301632213";"0,661692758554543";"0,428619517917693";"0,512974588241110";"0,489380221799564";"0,5944102888199908";"0,473579276892039";"0,547076418451238";"0,222254445695282";"0,422857316707021";"0,396842687357082";"0,608644322564584";"0,412345353505895";"0,402544879159474";"1,0000000000000000";"0,337553030109465";"0,614075576572679";"0,4147878924049522";"0,427778163479007";"0,578538613149326";"0,6753358424273712";"0,517262692253585";"0,486653054520595";"0,1000994581957893";"0,507723823833294";"0,469199998726674";"0,0843924351868079";"0,505517018181122";"0,5853959354207569";"0,5869849549063877";"0,512910954225394";"0,400102441102842";"0,483598207912991";"0,634188885743534";"0,4902771664020718";"0,475725728615095";"0,5138604930045582";"0,614894748104809";"0,633856096290336";"0,570967303406525";"0,510112088018239";"0,459722252760540";"0,1466477866182158";"0,176821966534524";"0,626677506979755";"0,421922828431764";"0,359082896192342";"0,2788690921639800";"0,579279601236660";"0,568367762965434";"0,598663060867489"
"Compass Yield 30";"0,422940151504732";"0,395529589574401";"0,554960880317084";"0,655499796552195";"0,445455215387083";"0,304917759131686";"0,3918445951400822";"0,510469720230707";"0,654330235458453";"0,677567330945350";"0,420548004634308";"0,560354623487085";"0,611171462840373";"0,571331695378415";"0,606644900493313";"0,3375530301094652";"1,000000000000000";"0,543828603684756";"0,3505306746873609";"0,703257215942045";"0,407337982070569";"0,5065309405764745";"0,644135535705410";"0,544868530455735";"0,2841974534216203";"0,651212833904251";"0,667608962464657";"0,2619465799782995";"0,764252729472862";"0,5263805794961930";"0,5867381925992323";"0,683611208636461";"0,482710718215787";"0,589420012845256";"0,678092334001884";"0,3567643588234771";"0,584494660451194";"0,4953644050570609";"0,548754709812419";"0,583717597549264";"0,590967369952315";"0,521245703009072";"0,486235550376020";"0,4261068739956149";"0,744858747564438";"0,668942831190265";"0,678632030841600";"0,781145169476116";"0,5765020273590218";"0,511595907752831";"0,509428321309388";"0,550264576176302"
"Daycoval Classic 30";"0,908861946940669";"0,729788232118089";"0,926171177880709";"0,522139432363770";"0,842831577882097";"0,593506855566765";"0,8533834977476306";"0,501018365007043";"0,743494557259867";"0,595117962951174";"0,847475342426885";"0,684105822669242";"0,886877661283526";"0,711411145451107";"0,846150698672183";"0,6140755765726785";"0,543828603684756";"1,000000000000000";"0,5424076060771176";"0,893413265189259";"0,861616382829108";"0,7589128215171149";"0,907295801468248";"0,861374249275809";"0,3206819958784851";"0,700113777178264";"0,624436001920291";"0,2990460917111447";"0,884951271435347";"0,6817383557240368";"0,9278762483396671";"0,923970391215175";"0,764475284651739";"0,483572222701271";"0,903686223357070";"0,8285491522328210";"0,856508098490512";"0,8431000175392136";"0,946597313732957";"0,936511841529888";"0,949081150391301";"0,879151427129505";"0,648660851533608";"0,2651479214034712";"0,820200948219277";"0,898097002752510";"0,394099533640118";"0,909208757489989";"0,6429753705067841";"0,918983940853621";"0,884926445624035";"0,926065734541365"
"Ibiuna Credit";"0,482641419224634";"0,409976757244278";"0,555527496835975";"0,532324030382442";"0,570788369159245";"0,296147092409619";"0,4389666905826894";"0,416787150625402";"0,452815535589208";"0,429454973955994";"0,403463405809608";"0,333494265720863";"0,512254547809007";"0,269339804206907";"0,676635498629204";"0,4147878924049522";"0,350530674687361";"0,542407606077118";"1,0000000000000000";"0,534616468690913";"0,392311787647753";"0,4830023983466270";"0,489384603590668";"0,574161529260813";"0,4126202610032297";"0,514966883622411";"0,470619050775417";"0,3486525096089086";"0,459079242907409";"0,4063018025388870";"0,5354256525672563";"0,542897261842080";"0,352023473135128";"0,413430514300807";"0,483594548918227";"0,2495601704716773";"0,540566102981315";"0,3437375676045994";"0,564942967720993";"0,448193618814929";"0,465368686096018";"0,544059969014354";"0,500702238986155";"0,4494574098048780";"0,648266681493897";"0,501868992381568";"0,385579806992287";"0,703965379752250";"0,0659175236938306";"0,536603178960469";"0,524822615486914";"0,569793515069466"
"Integral";"0,811348510204721";"0,723251771579005";"0,891668793534539";"0,738756700812519";"0,754950522741559";"0,597034061912239";"0,6877365308454521";"0,617390205628477";"0,757252050174356";"0,633143106835664";"0,613246915716851";"0,661501849524688";"0,601143431158425";"0,843624271013805";"0,838648806529205";"0,4277781634790068";"0,703257215942045";"0,893413265189259";"0,5346164686909125";"1,000000000000000";"0,793877314395069";"0,7911726195911966";"0,903455149933044";"0,865325877805719";"0,4534240505319629";"0,835317981736455";"0,838732514279011";"0,3556387089710233";"0,659944804424478";"0,7365481920836218";"0,9130615650654699";"0,645496243722866";"0,364776490180375";"0,678986639759757";"0,862571662933533";"0,8127880636883077";"0,830634791209250";"0,6078700092456708";"0,885444864195879";"0,844970409676812";"0,619531988899206";"0,595717256275981";"0,711204029607037";"0,1477144506188096";"0,824828825253813";"0,689259747945055";"0,571380399567448";"0,788538173731144";"0,5778399054264330";"0,572678166839791";"0,776630662270349";"0,595730783438264"
"Inter Premium";"0,892904853289522";"0,719196926539068";"0,797239148595322";"0,477176921747659";"0,777710600124855";"0,574308992664979";"0,7852657776493204";"0,390521478957345";"0,589482150916316";"0,507592941226199";"0,773010658608198";"0,476247708287809";"0,913849734705312";"0,596539774345366";"0,666830238343283";"0,5785386131493256";"0,407337982070569";"0,861616382829108";"0,3923117876477530";"0,793877314395069";"1,000000000000000";"0,8290766081877319";"0,759213157105323";"0,714407702709363";"0,4115170286209522";"0,521798337658386";"0,435039881597055";"0,1365855823853713";"0,826410410799273";"0,7153313665857027";"0,8361816203596496";"0,803992178433455";"0,696256295809497";"0,374731349902428";"0,783356581756761";"0,8249121052576676";"0,697003285764713";"0,8364611992947074";"0,906779750263504";"0,850607475439994";"0,860714570899764";"0,846583441304098";"0,485056080774766";"0,1901245933447238";"0,494164489205578";"0,807028810931015";"0,367446083857332";"0,596910328703191";"0,3856801346700334";"0,928350736670073";"0,839213642819205";"0,918496634821626"
"Iridium Titan Advisory";"0,840159438924615";"0,822531783408792";"0,751128001551188";"0,612728404875790";"0,852102387609509";"0,580192385771685";"0,6332091894603312";"0,600307562427244";"0,646469802862492";"0,376897842913492";"0,613034684130900";"0,336563393462937";"0,861450459667175";"0,374908050691029";"0,587879002626806";"0,6753358424273712";"0,506530940576475";"0,758912821517115";"0,4830023983466270";"0,791172619591197";"0,829076608187732";"1,0000000000000000";"0,681438919767844";"0,610916523778335";"0,0449796518607736";"0,508362196966823";"0,539744713049493";"0,2313551484418091";"0,699721985560673";"0,8385641035346757";"0,7604905708594996";"0,652501731800822";"0,401965286657981";"0,669147856211261";"0,671191233447064";"0,7226915777333416";"0,576266543405959";"0,7772616893849122";"0,844622303642165";"0,710366142924460";"0,684149184196785";"0,746635828191573";"0,607973598430208";"0,1643435116439875";"0,463302075547879";"0,817490965578845";"0,501898962399078";"0,562283262460762";"0,3202063910269913";"0,861023592831630";"0,769568201097954";"0,876833002057937"
"JGP Corporate FEEDER II";"0,788740399211630";"0,684053175858072";"0,915311673040082";"0,659762279673746";"0,775317775511588";"0,526155165577820";"0,7524128980905518";"0,649940477382560";"0,746617909335959";"0,522673888453663";"0,891379714498213";"0,759006964882161";"0,804880679035693";"0,689992757860427";"0,581606338804642";"0,5172626922535849";"0,644135535705410";"0,907295801468248";"0,4893846035906679";"0,903455149933044";"0,759213157105323";"0,6814389197678441";"1,000000000000000";"0,967379631320420";"0,1315375607749333";"0,728472752308102";"0,689170073628587";"0,2493011099815016";"0,932245469110247";"0,6427405818746803";"0,9429554520799101";"0,945560752963798";"0,484256599207084";"0,568854133294682";"0,892376898996486";"0,8239817934538934";"0,903282740380826";"0,8432674197002473";"0,891580231870311";"0,868074164424434";"0,910100822405193";"0,899907816144743";"0,696113928125942";"0,1871283441445045";"0,657061857146804";"0,888196194505418";"0,543359616601067";"0,721737689519893";"0,4893431560027103";"0,825470281402136";"0,796454968672268";"0,824776204330215"
"JGP Crédito Advisory";"0,733842302969257";"0,621416408422215";"0,900055336113194";"0,650281515604567";"0,666942658119155";"0,523733971679738";"0,7219226278810549";"0,771330259340070";"0,655918317929201";"0,569924020654636";"0,915077567799129";"0,781570526927197";"0,728291909108704";"0,673439802461563";"0,563899522667354";"0,4866530545205949";"0,544868530455735";"0,861374249275809";"0,5741615292608132";"0,865325877805719";"0,714407702709363";"0,6109165237783355";"0,967379631320420";"1,000000000000000";"0,2150795594775503";"0,685630309869478";"0,672312762428955";"0,4013626769183571";"0,935657317608320";"0,5705846153071047";"0,9253442359099445";"0,925934157375647";"0,314777325134884";"0,557719449639591";"0,874171260998039";"0,8118119743520971";"0,928904539953189";"0,8180647402284861";"0,857246110477024";"0,818112244132385";"0,881573517652531";"0,890831547220633";"0,633494565293938";"0,1229456500261604";"0,573964539563994";"0,836501186296580";"0,502476351233330";"0,677542174733382";"0,4610238599466562";"0,805163692154366";"0,817743945104240";"0,770405879453253"
"Mag High Grade Plus 30";"0,247123167408251";"0,235879221284216";"0,133343052811113";"0,380032981283090";"0,290653722669941";"0,445623033468755";"0,0959798327368847";"0,194325215958141";"0,409704558455126";"0,281093135211874";"0,331074756741663";"0,293029539357309";"0,139681752177792";"0,325490244285869";"0,758303961513700";"0,1000994581957893";"0,284197453421620";"0,320681995878485";"0,4126202610032297";"0,453424050531963";"0,411517028620952";"0,0449796518607736";"0,131537560774933";"0,215079559477550";"1,0000000000000000";"0,401615616374488";"0,462075761309950";"0,2473205327574608";"0,229688538863249";"0,3037303762091693";"0,0958941388155876";"0,587825130302255";"0,266903658449065";"0,269669223171806";"0,278678088991721";"0,3919469600367850";"0,327714592525707";"0,2641784127898407";"0,286050420916937";"0,181806538587911";"0,237130310800921";"0,359482026681822";"0,188978134562580";"-0,0194269027870765";"0,736511093669323";"0,335360530927375";"0,265365037658074";"0,598241914993954";"0,1390675316361914";"0,205359978620603";"0,127223231653292";"0,317214043718374"
