"nome_xlsx";"nome_plot";"nome_quantum";"taxa_adm_aa";"primeira_data";"ultima_data";"n_obs";"ret_fundo_acum";"ret_cdi_acum";"janela";"meses";"cobertura_ok";"ret_fundo_aa";"ret_cdi_aa";"excesso_cdi_aa";"percentual_cdi"
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1405947748536609";"0,1478274521113714";"12 meses";"12";TRUE;"0,1405947748536609";"0,147827452111371";"-6,30118860148043e-03";"0,951073517439363"
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2885463139922249";"0,2870100168583818";"24 meses";"24";TRUE;"0,1351415391889352";"0,134464638875263";"5,96669380848125e-04";"1,005034039576008"
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4693193108260634";"0,4374821021799329";"36 meses";"36";TRUE;"0,1368558357905028";"0,128584674955896";"7,32879066865766e-03";"1,064324623734857"
"Iridium Titan Advisory FIC em FIF RF CP RL";"Iridium Titan Advisory";"IRIDIUM TITAN ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0663898504157414";"0,0690511803661034";"6 meses";"6";TRUE;"0,1371873130697074";"0,142870426242159";"-4,97266622878501e-03";"0,960221906506957"
"Iridium Titan Advisory FIC em FIF RF CP RL";"Iridium Titan Advisory";"IRIDIUM TITAN ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1477960766667255";"0,1478274521113714";"12 meses";"12";TRUE;"0,1477960766667255";"0,147827452111371";"-2,73346351737924e-05";"0,999787756305085"
"Iridium Titan Advisory FIC em FIF RF CP RL";"Iridium Titan Advisory";"IRIDIUM TITAN ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2996092976564171";"0,2870100168583818";"24 meses";"24";TRUE;"0,1400040779121876";"0,134464638875263";"4,88286619706035e-03";"1,041196251172494"
"Iridium Titan Advisory FIC em FIF RF CP RL";"Iridium Titan Advisory";"IRIDIUM TITAN ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4816547365121695";"0,4374821021799329";"36 meses";"36";TRUE;"0,1400284020091620";"0,128584674955896";"1,01398922980356e-02";"1,088997596775753"
"JGP Corporate FIC de FIF RF CP LP FEEDER II RL";"JGP Corporate FEEDER II";"JGP CORPORATE FEEDER III RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0734841764495335";"0,0690511803661034";"6 meses";"6";TRUE;"0,1523682770875332";"0,142870426242159";"8,31052289681145e-03";"1,066478774475522"
"JGP Corporate FIC de FIF RF CP LP FEEDER II RL";"JGP Corporate FEEDER II";"JGP CORPORATE FEEDER III RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1486604214204450";"0,1478274521113714";"12 meses";"12";TRUE;"0,1486604214204450";"0,147827452111371";"7,25692095568276e-04";"1,005634740348809"
"JGP Corporate FIC de FIF RF CP LP FEEDER II RL";"JGP Corporate FEEDER II";"JGP CORPORATE FEEDER III RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2982983763982889";"0,2870100168583818";"24 meses";"24";TRUE;"0,1394289694396440";"0,134464638875263";"4,37592358039662e-03";"1,036919227284622"
"JGP Corporate FIC de FIF RF CP LP FEEDER II RL";"JGP Corporate FEEDER II";"JGP CORPORATE FEEDER III RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4922320330479957";"0,4374821021799329";"36 meses";"36";TRUE;"0,1427347989089833";"0,128584674955896";"1,25379373538281e-02";"1,110045181962321"
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2025-12-31";"2026-06-30";"123";"0,0698226329093414";"0,0690511803661034";"6 meses";"6";TRUE;"0,1445204658850756";"0,142870426242159";"1,44376790669254e-03";"1,011549203612789"
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2025-07-01";"2026-06-30";"252";"0,1546462394095347";"0,1478274521113714";"12 meses";"12";TRUE;"0,1546462394095347";"0,147827452111371";"5,94060308073363e-03";"1,046126664572600"
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2024-07-01";"2026-06-30";"503";"0,3068322303580018";"0,2870100168583818";"24 meses";"24";TRUE;"0,1431676300341966";"0,134464638875263";"7,67145211997233e-03";"1,064723270234686"
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2023-07-03";"2026-06-30";"752";"0,5081356614788448";"0,4374821021799329";"36 meses";"36";TRUE;"0,1467800694203651";"0,128584674955896";"1,61223121917549e-02";"1,141505155810443"
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2025-12-31";"2026-06-30";"123";"0,0705869041535883";"0,0690511803661034";"6 meses";"6";TRUE;"0,1461563193451643";"0,142870426242159";"2,87512304768400e-03";"1,022999113178509"
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2025-07-01";"2026-06-30";"252";"0,1515284518246953";"0,1478274521113714";"12 meses";"12";TRUE;"0,1515284518246953";"0,147827452111371";"3,22435197600135e-03";"1,025035943327601"
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2024-07-01";"2026-06-30";"503";"0,2992842670758398";"0,2870100168583818";"24 meses";"24";TRUE;"0,1398615122355171";"0,134464638875263";"4,75719839589206e-03";"1,040136004568904"
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2023-07-03";"2026-06-30";"752";"0,4469346056439008";"0,4374821021799329";"36 meses";"36";TRUE;"0,1310530308803206";"0,128584674955896";"2,18712514816044e-03";"1,019196346106341"
"Novus Crédito FIM CP LP";"Novus Crédito";"NOVUS CRÉDITO HIGH GRADE FI MULTIMERCADO LP";"0,0070";"2025-12-31";"2026-06-30";"123";"0,0686681414873564";"0,0690511803661034";"6 meses";"6";TRUE;"0,1420515966300404";"0,142870426242159";"-7,16467583128155e-04";"0,994268725630239"
"Novus Crédito FIM CP LP";"Novus Crédito";"NOVUS CRÉDITO HIGH GRADE FI MULTIMERCADO LP";"0,0070";"2025-07-01";"2026-06-30";"252";"0,1498161248228336";"0,1478274521113714";"12 meses";"12";TRUE;"0,1498161248228336";"0,147827452111371";"1,73255371075509e-03";"1,013452661755706"
"Novus Crédito FIM CP LP";"Novus Crédito";"NOVUS CRÉDITO HIGH GRADE FI MULTIMERCADO LP";"0,0070";"2024-07-01";"2026-06-30";"503";"0,2970486938515784";"0,2870100168583818";"24 meses";"24";TRUE;"0,1388804563480657";"0,134464638875263";"3,89242407518342e-03";"1,032839990571042"
"Novus Crédito FIM CP LP";"Novus Crédito";"NOVUS CRÉDITO HIGH GRADE FI MULTIMERCADO LP";"0,0070";"2023-07-03";"2026-06-30";"752";"0,5008489364071895";"0,4374821021799329";"36 meses";"36";TRUE;"0,1449301550696391";"0,128584674955896";"1,44831668163330e-02";"1,127118415311542"
"Occam Crédito Corporativo 30 FIC FIF RF CP LP RL";"Occam Crédito Corporativo 30";"OCCAM CRÉDITO CORPORATIVO 30 RESP LIMITADA FIF CIC RENDA FIXA";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0698965570187760";"0,0690511803661034";"6 meses";"6";TRUE;"0,1446786427206308";"0,142870426242159";"1,58217102914926e-03";"1,012656338516181"
"Occam Crédito Corporativo 30 FIC FIF RF CP LP RL";"Occam Crédito Corporativo 30";"OCCAM CRÉDITO CORPORATIVO 30 RESP LIMITADA FIF CIC RENDA FIXA";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1495352029866792";"0,1478274521113714";"12 meses";"12";TRUE;"0,1495352029866792";"0,147827452111371";"1,48781149306587e-03";"1,011552325707550"
"Occam Crédito Corporativo 30 FIC FIF RF CP LP RL";"Occam Crédito Corporativo 30";"OCCAM CRÉDITO CORPORATIVO 30 RESP LIMITADA FIF CIC RENDA FIXA";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2963874539078071";"0,2870100168583818";"24 meses";"24";TRUE;"0,1385901167267380";"0,134464638875263";"3,63649752500428e-03";"1,030680763998493"
"Occam Crédito Corporativo 30 FIC FIF RF CP LP RL";"Occam Crédito Corporativo 30";"OCCAM CRÉDITO CORPORATIVO 30 RESP LIMITADA FIF CIC RENDA FIXA";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4852617908959402";"0,4374821021799329";"36 meses";"36";TRUE;"0,1409527766010836";"0,128584674955896";"1,09589487786295e-02";"1,096186436287450"
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0678593904467601";"0,0690511803661034";"6 meses";"6";TRUE;"0,1403236777653261";"0,142870426242159";"-2,22837901686423e-03";"0,982174418150638"
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1450663860641002";"0,1478274521113714";"12 meses";"12";TRUE;"0,1450663860641002";"0,147827452111371";"-2,40547134692792e-03";"0,981322372753938"
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2884235475707917";"0,2870100168583818";"24 meses";"24";TRUE;"0,1350874625203080";"0,134464638875263";"5,49002255074260e-04";"1,004631876828393"
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4681251282804364";"0,4374821021799329";"36 meses";"36";TRUE;"0,1365477608539942";"0,128584674955896";"7,05581608080008e-03";"1,061928732182351"
"Polo Crédito Corporativo Advisory FIC FIF RF CP LP RL";"Polo Crédito Corporativo Advisory";"POLO CRÉDITO CORPORATIVO ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0654209194783488";"0,0690511803661034";"6 meses";"6";TRUE;"0,1351217356620902";"0,142870426242159";"-6,78002545358269e-03";"0,945764208983775"
"Polo Crédito Corporativo Advisory FIC FIF RF CP LP RL";"Polo Crédito Corporativo Advisory";"POLO CRÉDITO CORPORATIVO ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1468013924584342";"0,1478274521113714";"12 meses";"12";TRUE;"0,1468013924584342";"0,147827452111371";"-8,93914543557806e-04";"0,993059072328702"
"Polo Crédito Corporativo Advisory FIC FIF RF CP LP RL";"Polo Crédito Corporativo Advisory";"POLO CRÉDITO CORPORATIVO ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2985623031938807";"0,2870100168583818";"24 meses";"24";TRUE;"0,1395447789331847";"0,134464638875263";"4,47800652734132e-03";"1,037780490844391"
"Polo Crédito Corporativo Advisory FIC FIF RF CP LP RL";"Polo Crédito Corporativo Advisory";"POLO CRÉDITO CORPORATIVO ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4893961866447232";"0,4374821021799329";"36 meses";"36";TRUE;"0,1420104532534152";"0,128584674955896";"1,18961196226097e-02";"1,104411962795134"
"Porto Seguro Ipê RF FIC FI CP LP";"Porto Seguro Ipê";"PORTO SEGURO IPÊ RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0679209549527358";"0,0690511803661034";"6 meses";"6";TRUE;"0,1404551660271631";"0,142870426242159";"-2,11332812498910e-03";"0,983094750407603"
"Porto Seguro Ipê RF FIC FI CP LP";"Porto Seguro Ipê";"PORTO SEGURO IPÊ RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1478138699143356";"0,1478274521113714";"12 meses";"12";TRUE;"0,1478138699143356";"0,147827452111371";"-1,18329606167977e-05";"0,999908121280305"
"Porto Seguro Ipê RF FIC FI CP LP";"Porto Seguro Ipê";"PORTO SEGURO IPÊ RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2967425427270471";"0,2870100168583818";"24 meses";"24";TRUE;"0,1387460396098188";"0,134464638875263";"3,77393934358339e-03";"1,031840346803199"
"Porto Seguro Ipê RF FIC FI CP LP";"Porto Seguro Ipê";"PORTO SEGURO IPÊ RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4869933447988084";"0,4374821021799329";"36 meses";"36";TRUE;"0,1413959878024218";"0,128584674955896";"1,13516629552202e-02";"1,099633279400676"
"Principal Claritas FIF RF";"Principal Claritas";"PRINCIPAL CLARITAS FIF RENDA FIXA";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0719538538805222";"0,0690511803661034";"6 meses";"6";TRUE;"0,1490850648493041";"0,142870426242159";"5,43774557854237e-03";"1,043498425605671"
"Principal Claritas FIF RF";"Principal Claritas";"PRINCIPAL CLARITAS FIF RENDA FIXA";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1502088401155155";"0,1478274521113714";"12 meses";"12";TRUE;"0,1502088401155155";"0,147827452111371";"2,07469162700691e-03";"1,016109240673038"
"Principal Claritas FIF RF";"Principal Claritas";"PRINCIPAL CLARITAS FIF RENDA FIXA";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2943143545880327";"0,2870100168583818";"24 meses";"24";TRUE;"0,1376793724894694";"0,134464638875263";"2,83370102870117e-03";"1,023907650673781"
"Principal Claritas FIF RF";"Principal Claritas";"PRINCIPAL CLARITAS FIF RENDA FIXA";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4738162571794295";"0,4374821021799329";"36 meses";"36";TRUE;"0,1380144614045158";"0,128584674955896";"8,35540890982633e-03";"1,073335227948854"
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0699258099953355";"0,0690511803661034";"6 meses";"6";TRUE;"0,1447412388941747";"0,142870426242159";"1,63694204439913e-03";"1,013094470991812"
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1400919672643228";"0,1478274521113714";"12 meses";"12";TRUE;"0,1400919672643228";"0,147827452111371";"-6,73924014695726e-03";"0,947672203392772"
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2934736177201942";"0,2870100168583818";"24 meses";"24";TRUE;"0,1373098160660509";"0,134464638875263";"2,50794700274493e-03";"1,021159296708681"
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4690129227839706";"0,4374821021799329";"36 meses";"36";TRUE;"0,1367768097987063";"0,128584674955896";"7,25876845982398e-03";"1,063710040450935"
"Root Capital Crédito HG Plus FIC de FIF Multimercado CP RL";"Root Capital Crédito HG Plus";"ROOT CAPITAL CRÉDITO HG PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0104";"2025-12-31";"2026-06-30";"123";"0,0689194772512265";"0,0690511803661034";"6 meses";"6";TRUE;"0,1425888488470353";"0,142870426242159";"-2,46377357098426e-04";"0,998029141491841"
"Root Capital Crédito HG Plus FIC de FIF Multimercado CP RL";"Root Capital Crédito HG Plus";"ROOT CAPITAL CRÉDITO HG PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0104";"2025-07-01";"2026-06-30";"252";"0,1513163009941401";"0,1478274521113714";"12 meses";"12";TRUE;"0,1513163009941401";"0,147827452111371";"3,03952382071992e-03";"1,023600818609389"
"Root Capital Crédito HG Plus FIC de FIF Multimercado CP RL";"Root Capital Crédito HG Plus";"ROOT CAPITAL CRÉDITO HG PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0104";"2024-07-01";"2026-06-30";"503";"0,3052054892686940";"0,2870100168583818";"24 meses";"24";TRUE;"0,1424559025488441";"0,134464638875263";"7,04408352604413e-03";"1,059430224484474"
"Root Capital Crédito HG Plus FIC de FIF Multimercado CP RL";"Root Capital Crédito HG Plus";"ROOT CAPITAL CRÉDITO HG PLUS RESP LIMITADA FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0104";"2023-07-03";"2026-06-30";"752";"0,4897865702785229";"0,4374821021799329";"36 meses";"36";TRUE;"0,1421102214791705";"0,128584674955896";"1,19845208103708e-02";"1,105187857945855"
"SPX Seahawk Advisory FIC FIRF CP LP";"SPX Seahawk Advisory";"SPX SEAHAWK ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0609327920026244";"0,0690511803661034";"6 meses";"6";TRUE;"0,1255783891464839";"0,142870426242159";"-1,51303565991575e-02";"0,878966994426363"
"SPX Seahawk Advisory FIC FIRF CP LP";"SPX Seahawk Advisory";"SPX SEAHAWK ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1337099342300874";"0,1478274521113714";"12 meses";"12";TRUE;"0,1337099342300874";"0,147827452111371";"-1,22993380715155e-02";"0,904500025674203"
"SPX Seahawk Advisory FIC FIRF CP LP";"SPX Seahawk Advisory";"SPX SEAHAWK ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2857146613360895";"0,2870100168583818";"24 meses";"24";TRUE;"0,1338935846613163";"0,134464638875263";"-5,03368896992096e-04";"0,995753127225687"
"SPX Seahawk Advisory FIC FIRF CP LP";"SPX Seahawk Advisory";"SPX SEAHAWK ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4843159381334192";"0,4374821021799329";"36 meses";"36";TRUE;"0,1407105291838056";"0,128584674955896";"1,07443016877609e-02";"1,094302483807412"
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2025-12-31";"2026-06-30";"123";"0,0699664308584744";"0,0690511803661034";"6 meses";"6";TRUE;"0,1448281631640225";"0,142870426242159";"1,71299989649820e-03";"1,013702884308228"
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2025-07-01";"2026-06-30";"252";"0,1493133407453500";"0,1478274521113714";"12 meses";"12";TRUE;"0,1493133407453500";"0,147827452111371";"1,29452264906660e-03";"1,010051506758428"
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2024-07-01";"2026-06-30";"503";"0,2895174813833681";"0,2870100168583818";"24 meses";"24";TRUE;"0,1355692323162723";"0,134464638875263";"9,73669344250361e-04";"1,008214750362982"
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2023-07-03";"2026-06-30";"752";"0,4633055721908035";"0,4374821021799329";"36 meses";"36";TRUE;"0,1353027124264075";"0,128584674955896";"5,95262156184595e-03";"1,052246019775030"
"Safra Polaris Classe de Investimento RF CP RL";"Safra Polaris";"SAFRA POLARIS RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2025-12-31";"2026-06-30";"123";"0,0668970104077808";"0,0690511803661034";"6 meses";"6";TRUE;"0,1382692308170603";"0,142870426242159";"-4,02599920292579e-03";"0,967794626598931"
"Safra Polaris Classe de Investimento RF CP RL";"Safra Polaris";"SAFRA POLARIS RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2025-07-01";"2026-06-30";"252";"0,1454995265483623";"0,1478274521113714";"12 meses";"12";TRUE;"0,1454995265483623";"0,147827452111371";"-2,02811455565644e-03";"0,984252413677162"
"Safra Polaris Classe de Investimento RF CP RL";"Safra Polaris";"SAFRA POLARIS RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2024-07-01";"2026-06-30";"503";"0,2886704467677441";"0,2870100168583818";"24 meses";"24";TRUE;"0,1351962150957622";"0,134464638875263";"6,44864718942761e-04";"1,005440658797867"
"Safra Polaris Classe de Investimento RF CP RL";"Safra Polaris";"SAFRA POLARIS RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2023-07-03";"2026-06-30";"752";"0,4683396096220127";"0,4374821021799329";"36 meses";"36";TRUE;"0,1366031050055054";"0,128584674955896";"7,10485462681221e-03";"1,062359142350050"
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2025-12-31";"2026-06-30";"123";"0,0687039184174285";"0,0690511803661034";"6 meses";"6";TRUE;"0,1421280652407657";"0,142870426242159";"-6,49558326427213e-04";"0,994803956137606"
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2025-07-01";"2026-06-30";"252";"0,1478967752582914";"0,1478274521113714";"12 meses";"12";TRUE;"0,1478967752582914";"0,147827452111371";"6,03950940469833e-05";"1,000468946369094"
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2024-07-01";"2026-06-30";"503";"0,2891583359763266";"0,2870100168583818";"24 meses";"24";TRUE;"0,1354110867770872";"0,134464638875263";"8,34268314226394e-04";"1,007038637888298"
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2023-07-03";"2026-06-30";"752";"0,4601706363138256";"0,4374821021799329";"36 meses";"36";TRUE;"0,1344913881813159";"0,128584674955896";"5,23373509892022e-03";"1,045936370157999"
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2025-12-31";"2026-06-30";"123";"0,0676398226216433";"0,0690511803661034";"6 meses";"6";TRUE;"0,1398547908475738";"0,142870426242159";"-2,63865030132993e-03";"0,978892514889864"
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2025-07-01";"2026-06-30";"252";"0,1466274388413262";"0,1478274521113714";"12 meses";"12";TRUE;"0,1466274388413262";"0,147827452111371";"-1,04546486306611e-03";"0,991882338138784"
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2024-07-01";"2026-06-30";"503";"0,2930014724722345";"0,2870100168583818";"24 meses";"24";TRUE;"0,1371022260431269";"0,134464638875263";"2,32496199306720e-03";"1,019615470579668"
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2023-07-03";"2026-06-30";"752";"0,4686476706832103";"0,4374821021799329";"36 meses";"36";TRUE;"0,1366825867712358";"0,128584674955896";"7,17528068122708e-03";"1,062977270177161"
"Sparta Max Advisory FIC de FIF RF CP LP RL";"Sparta Max Advisory";"SPARTA MAX ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0035";"2025-12-31";"2026-06-30";"123";"0,0708352433838340";"0,0690511803661034";"6 meses";"6";TRUE;"0,1466881184729150";"0,142870426242159";"3,34044187608296e-03";"1,026721360964411"
"Sparta Max Advisory FIC de FIF RF CP LP RL";"Sparta Max Advisory";"SPARTA MAX ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0035";"2025-07-01";"2026-06-30";"252";"0,1468996539983476";"0,1478274521113714";"12 meses";"12";TRUE;"0,1468996539983476";"0,147827452111371";"-8,08308000751490e-04";"0,993723776607306"
"Sparta Max Advisory FIC de FIF RF CP LP RL";"Sparta Max Advisory";"SPARTA MAX ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0035";"2024-07-01";"2026-06-30";"503";"0,2978904251024033";"0,2870100168583818";"24 meses";"24";TRUE;"0,1392499396982223";"0,134464638875263";"4,21811368902891e-03";"1,035587801097640"
