"nome_xlsx";"nome_plot";"nome_quantum";"taxa_adm_aa";"primeira_data";"ultima_data";"n_meses";"excesso_cdi_aa";"hit_rate_mensal";"hit_rate_6m";"n_janelas_36m";"hit_rate_36m";"volatilidade_excesso_aa";"pior_mes";"media_tres_piores_meses";"autocorrelacao_lag1";"max_drawdown_excesso";"meses_para_recuperar";"cluster";"correlacao_media_pares";"correlacao_mediana_pares";"correlacao_maxima";"fundo_mais_correlacionado";"meses_em_comum_com_par_mais_proximo";"benchmark_menor_tracking_error";"menor_tracking_error_aa";"benchmark_maior_correlacao";"maior_correlacao";"score_retorno";"score_consistencia";"score_risco";"score_taxa";"eficiencia_custo";"score_eficiencia";"score_custo";"score_diferenciacao";"score_preliminar";"quartil_score";"classificacao";"red_flag";"elegivel_shortlist"
"JGP Corporate FIC de FIF RF CP LP FEEDER II RL";"JGP Corporate FEEDER II";"JGP CORPORATE FEEDER III RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2016-07-01";"2026-06-01";"120";"0,009165065206993672";"0,825000000000000";"0,773913043478261";"85";"0,905882352941176";"0,01765490283492915";"-0,04566457848408934";"-0,02187795998374139";"0,29006529302363293";"-0,05762343980184326";"13";"1";"0,738794123834975";"0,775317775511588";"0,967379631320420";"JGP Crédito Advisory";"102";"IDA-DI";"0,00779895629688133";"IDA-DI";"0,923801730888230";"0,6222222222222222";"0,47111111111111115";"0,22666666666666668";"0,3111111111111111";"1,5275108678322786";"0,5555555555555556";"0,4333333333333333";"0,1666666666666667";"0,412555555555556";"3";"Q3 - Observação";NA;FALSE
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2023-06-01";"2026-06-01";"37";"0,002234192177385408";"0,567567567567568";"0,718750000000000";"2";"1,000000000000000";"0,00327725485163680";"-0,00297420874902776";"-0,00197843287485196";"0,09172964030663076";"-0,00478380927294630";"5";"4";"0,274384663707503";"0,281093135211874";"0,587825130302255";"Principal Claritas";"37";"IRF-M 1";"0,00353139772148252";"IRF-M 1";"0,503029204699157";"0,0666666666666667";"0,24888888888888888";"0,96222222222222220";"0,2888888888888889";"0,3490925277164700";"0,0666666666666667";"0,1777777777777778";"0,9777777777777777";"0,410222222222222";"3";"Q3 - Observação";NA;FALSE
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2018-09-01";"2026-06-01";"94";"0,005553038222833484";"0,755319148936170";"0,741573033707865";"59";"0,915254237288136";"0,01934925807763453";"-0,04125328428938868";"-0,02308838119680501";"0,37773122015123645";"-0,07009839518948091";"21";"1";"0,696972060808115";"0,769689663061039";"0,970459172210985";"Safra Vitesse";"94";"IDA-DI";"0,01449095151575964";"IDA-DI";"0,775116351960321";"0,2000000000000000";"0,28888888888888892";"0,16000000000000000";"1,0000000000000000";"2,2212152891333936";"0,8666666666666667";"0,9333333333333333";"0,2777777777777778";"0,405333333333333";"3";"Q3 - Observação";NA;FALSE
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2002-03-01";"2026-06-01";"292";"0,005925157248311219";"0,780821917808219";"0,696864111498258";"257";"0,766536964980545";"0,02148017156140635";"-0,02444734451107922";"-0,01720454533733977";"-0,02152794079817320";"-0,05125997518964476";"10";"5";"0,263406239927890";"0,205873291723844";"0,793349633121120";"Arx Vinson Advisory";"59";"IRF-M 1";"0,02281471977169095";"IDA LIQ-DI";"0,302896224935023";"0,2666666666666667";"0,26222222222222219";"0,27555555555555555";"0,6000000000000000";"1,1850314496622438";"0,3555555555555556";"0,4777777777777777";"0,9444444444444444";"0,387888888888889";"3";"Q3 - Observação";NA;FALSE
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2011-09-01";"2026-06-01";"178";"0,006379703761300703";"0,842696629213483";"0,861271676300578";"143";"0,832167832167832";"0,01433996012999645";"-0,04043299082601348";"-0,02375078657792044";"0,48934870403476366";"-0,07609832305205266";"23";"1";"0,702332210988921";"0,757548822333321";"0,970459172210985";"Safra Grand Vitesse";"94";"IDA-DI";"0,01106932612742137";"IDA-DI";"0,755007523648731";"0,2888888888888889";"0,54666666666666663";"0,18444444444444444";"0,6000000000000000";"1,2759407522601407";"0,4222222222222222";"0,5111111111111111";"0,2444444444444445";"0,383555555555555";"3";"Q3 - Observação";"Drawdown extremo";FALSE
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2021-11-01";"2026-06-01";"56";"0,004124906827828845";"0,732142857142857";"0,607843137254902";"21";"0,809523809523810";"0,01175508065153018";"-0,01784050002469750";"-0,00996775027425075";"0,28139402438971461";"-0,03050551657645384";"21";"5";"0,485486306427950";"0,424266187209105";"0,800838423708380";"Sparta Top";"56";"IDA-DI";"0,01029946944243033";"IDA LIQ-DI";"0,861963042839408";"0,1555555555555556";"0,14666666666666667";"0,59999999999999998";"0,6000000000000000";"0,8249813655657690";"0,1555555555555556";"0,3777777777777778";"0,9000000000000000";"0,372222222222222";"4";"Q4 - Descartado";NA;FALSE
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2009-11-01";"2026-06-01";"200";"0,004488221244995039";"0,790000000000000";"0,779487179487179";"165";"0,848484848484849";"0,01027973128452519";"-0,02662153614316676";"-0,01816478221688141";"0,44895494663497609";"-0,04650813491870787";"18";"1";"0,726441360014458";"0,802668493665062";"0,942224003125551";"Selection Light";"118";"IDA-DI";"0,01078115966440525";"IDA-DI";"0,741356710759160";"0,1777777777777778";"0,40000000000000002";"0,44888888888888889";"0,6000000000000000";"0,8976442489990077";"0,2222222222222222";"0,4111111111111111";"0,3111111111111111";"0,359222222222222";"4";"Q4 - Descartado";NA;FALSE
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2012-04-01";"2026-06-01";"171";"0,006625557102764468";"0,777777777777778";"0,807228915662651";"136";"0,860294117647059";"0,01109739734383770";"-0,03168119046356033";"-0,01831115676673900";"0,41617799141335721";"-0,05235852646447758";"21";"1";"0,757353489858436";"0,818852575145685";"0,936679332076275";"Porto Seguro Ipê";"79";"IDA-DI";"0,01039152232365277";"IDA-DI";"0,811115514077546";"0,3333333333333333";"0,39111111111111113";"0,37777777777777777";"0,3111111111111111";"1,1042595171274112";"0,2888888888888889";"0,3000000000000000";"0,2333333333333333";"0,338333333333333";"4";"Q4 - Descartado";NA;FALSE
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2016-09-01";"2026-06-01";"118";"0,002733413318199762";"0,771186440677966";"0,716814159292035";"83";"0,807228915662651";"0,01220889965131822";"-0,02819538942459066";"-0,01766119751004987";"0,43963192195680983";"-0,04475988748843596";"23";"1";"0,771777689809434";"0,861540252092985";"0,948240200481326";"Porto Seguro Ipê";"79";"IDA-DI";"0,01134432021721474";"IDA-DI";"0,883423927034577";"0,0888888888888889";"0,26222222222222225";"0,43333333333333335";"0,9555555555555556";"0,8817462316773427";"0,2000000000000000";"0,5777777777777778";"0,1333333333333333";"0,327777777777778";"4";"Q4 - Descartado";NA;FALSE
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2013-10-01";"2026-06-01";"153";"0,003724357572653991";"0,849673202614379";"0,810810810810811";"118";"0,694915254237288";"0,01646976010915072";"-0,05244441727214333";"-0,02446721908705522";"0,33601892452471604";"-0,07234257853639103";"47";"1";"0,760953589031682";"0,804516695034527";"0,949774428535261";"Porto Seguro Ipê";"79";"IDA-DI";"0,00852745034169763";"IDA-DI";"0,880453622082541";"0,1333333333333333";"0,46666666666666667";"0,15555555555555556";"0,6000000000000000";"0,7448715145307983";"0,1333333333333333";"0,3666666666666666";"0,1222222222222222";"0,278333333333333";"4";"Q4 - Descartado";"Drawdown extremo";FALSE
"BB Asset RF CP LP FIC FIF RL";"BB Asset";"BB ASSET RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2022-06-01";"2026-06-01";"49";"-0,003748556238243106";"0,632653061224490";"0,477272727272727";"14";"0,214285714285714";"0,01130280902705532";"-0,00855347472284906";"-0,00780962226000167";"0,42694646195502617";"-0,02777977244329555";NA;"1";"0,673918479490469";"0,699950656798409";"0,834548758482445";"Valora Absolute";"49";"IDA-DI";"0,00740998521807546";"IDA-DI";"0,858923447071726";"0,0000000000000000";"0,00888888888888889";"0,64666666666666661";"0,6000000000000000";"-0,7497112476486212";"0,0000000000000000";"0,3000000000000000";"0,7000000000000000";"0,276555555555556";"4";"Q4 - Descartado";"Baixa consistência em janelas de 36 meses";FALSE
"AZ Quest Altro Advisory FIC de FIF Multimercado CP";"AZ Quest Altro Advisory";"AZ QUEST ALTRO ADVISORY FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0080";"2019-10-01";"2026-06-01";"81";"0,006943712340960806";"0,753086419753086";"0,776315789473684";"46";"1,000000000000000";"0,02720297795085474";"-0,05171911849976862";"-0,02932909621756974";"0,37553372260262485";"-0,06246422992448830";"11";"1";"0,752040251545728";"0,797239148595322";"0,933512411011559";"Porto Seguro Ipê";"79";"IDA-DI";"0,01005033327242582";"IDA-DI";"0,929975193142807";"0,3777777777777778";"0,39555555555555555";"0,08222222222222222";"0,0888888888888889";"0,8679640426201007";"0,1777777777777778";"0,1333333333333333";"0,2555555555555555";"0,249777777777778";"4";"Q4 - Descartado";"Cauda negativa";FALSE
"Capitânia Premium 45 FIC de FIF RF CP LP RL";"Capitânia Premium 45";"CAPITÂNIA PREMIUM 45 RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0055";"2014-11-01";"2026-06-01";"140";"0,000548715701705227";"0,635714285714286";"0,659259259259259";"105";"0,742857142857143";"0,01468192551908862";"-0,02113135416227241";"-0,01713086680833768";"0,45043088732940362";"-0,09303666750215300";NA;"2";"0,503520731690277";"0,512910954225394";"0,690475737948984";"AF Invest Geraes 30";"99";"IRF-M 1";"0,01548037800820333";"IDA-DI";"0,508165387615484";"0,0444444444444444";"0,05333333333333333";"0,26000000000000001";"0,5777777777777777";"0,0997664912191322";"0,0444444444444444";"0,3111111111111111";"0,9333333333333333";"0,245333333333333";"4";"Q4 - Descartado";"Drawdown extremo";FALSE
"AF Invest Geraes 30 FIRF CP";"AF Invest Geraes 30";"AF INVEST GERAES 30 FIF RENDA FIXA";"0,0050";"2018-04-01";"2026-06-01";"99";"0,003243475698695208";"0,757575757575758";"0,691489361702128";"64";"0,781250000000000";"0,01901874305352775";"-0,03274894288777930";"-0,02610391992071048";"0,50219954036167858";"-0,05964547369492690";"24";"1";"0,702048257297598";"0,779485856669727";"0,933468965120028";"Selection Light";"99";"IDA-DI";"0,01402089254806764";"IDA-DI";"0,782675297440504";"0,1111111111111111";"0,17777777777777778";"0,15111111111111111";"0,6000000000000000";"0,6486951397390417";"0,1111111111111111";"0,3555555555555555";"0,4111111111111111";"0,226888888888889";"4";"Q4 - Descartado";NA;FALSE
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2018-01-01";"2026-06-01";"102";"0,006459503565982461";"0,735294117647059";"0,762886597938144";"67";"0,925373134328358";"0,03046634334978810";"-0,07940308586545419";"-0,03417895888079159";"0,20718824367635211";"-0,08959389713187027";"23";"1";"0,709777577824981";"0,728291909108704";"0,967379631320420";"JGP Corporate FEEDER II";"102";"IDA-DI";"0,01421390413434020";"IDA-DI";"0,912945937067022";"0,3111111111111111";"0,30666666666666664";"0,00888888888888889";"0,0000000000000000";"0,5872275969074964";"0,0888888888888889";"0,0444444444444444";"0,2444444444444445";"0,176222222222222";"4";"Q4 - Descartado";"Drawdown extremo";FALSE
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2017-11-01";"2026-06-01";"104";"-0,000979002970895260";"0,711538461538462";"0,696969696969697";"69";"0,507246376811594";"0,02044290565047840";"-0,03852417974076772";"-0,02988541919843117";"0,40295403516588696";"-0,07423231819114751";NA;"1";"0,688451093328011";"0,773010658608198";"0,928350736670073";"XP Corporate Light";"104";"IDA-DI";"0,01424544718002149";"IDA-DI";"0,773432414010470";"0,0222222222222222";"0,08888888888888889";"0,06000000000000000";"0,3111111111111111";"-0,1631671618158766";"0,0222222222222222";"0,1666666666666667";"0,4666666666666667";"0,127000000000000";"4";"Q4 - Descartado";"Drawdown extremo";FALSE
