"nome_xlsx";"nome_plot";"nome_quantum";"taxa_adm_aa";"inicio_serie_diaria";"fim_serie_diaria";"n_retornos_diarios";"revisar";"serie_atualizada";"elegivel_etapa2";"motivo_inelegibilidade_etapa2";"inicio_serie_mensal";"fim_serie_mensal";"n_meses_completos";"excesso_cdi_aa";"hit_rate_mensal";"hit_rate_6m";"n_janelas_36m";"hit_rate_36m";"volatilidade_excesso_aa";"pior_mes";"media_tres_piores_meses";"autocorrelacao_lag1";"max_drawdown_excesso";"meses_para_recuperar";"cluster";"correlacao_media_pares";"correlacao_mediana_pares";"correlacao_maxima";"fundo_mais_correlacionado";"meses_em_comum_com_par_mais_proximo";"benchmark_menor_tracking_error";"menor_tracking_error_aa";"benchmark_maior_correlacao";"maior_correlacao";"n_meses_ida_liq_di";"n_meses_ida_di";"n_meses_irfm_1";"correlacao_ida_liq_di";"correlacao_ida_di";"correlacao_irfm_1";"tracking_error_aa_ida_liq_di";"tracking_error_aa_ida_di";"tracking_error_aa_irfm_1";"excesso_benchmark_aa_ida_liq_di";"excesso_benchmark_aa_ida_di";"excesso_benchmark_aa_irfm_1";"hit_rate_mensal_ida_liq_di";"hit_rate_mensal_ida_di";"hit_rate_mensal_irfm_1";"elegivel_ranking";"motivo_inelegibilidade_ranking"
"Atena Yield D30 FIC de FIF RF CP RL";"Atena Yield D30";"ATENA YIELD D30 FIF CIC RENDA FIXA";"0,0085";"2018-12-11";"2026-06-30";"1896";FALSE;TRUE;TRUE;NA;"2019-01-01";"2026-06-01";"90";"0,008660814323839139";"0,888888888888889";"0,894117647058824";"55";"1,000000000000000";"0,00296190132207902";"-0,00279761889252850";"-0,00236436541681366";"0,17447493996528346";"-0,00453894040123348";"6";"1";"0,538843088068513";"0,575677838846471";"0,747477097264482";"Occam Crédito Corporativo 30";"42";"IRF-M 1";"0,00552774174387785";"IDA-DI";"0,554818336408700";"90";"90";"90";"0,341795184235053";"0,554818336408700";"0,160626186933891912";"0,0435510644973975";"0,02249056516025227";"0,00552774174387785";"0,015192932749552135";"-0,000515042058739090";"0,009829812755092648";"0,366666666666667";"0,322222222222222";"0,833333333333333";TRUE;NA
"BTG Pactual Crédito Corporativo I FIF em Cotas de FIRF";"BTG Pactual Crédito Corporativo I";"BTG PACTUAL CRÉDITO CORPORATIVO I FIF CIC RENDA FIXA";"0,0050";"2011-12-23";"2026-06-30";"3645";FALSE;TRUE;TRUE;NA;"2012-01-01";"2026-06-01";"174";"0,008522789664149322";"0,873563218390805";"0,822485207100592";"139";"0,863309352517986";"0,01474228854547049";"-0,03194149364248322";"-0,02615489120957922";"0,56894717588220567";"-0,07129162486603235";"22";"1";"0,720194456394844";"0,777986967901783";"0,917544956951213";"AF Invest Geraes 30";"99";"IDA-DI";"0,01148473928394038";"IDA-DI";"0,746823793823544";"102";"174";"174";"0,616181230600627";"0,746823793823544";"-0,191838122551206552";"0,0329663085369519";"0,01148473928394038";"0,01644743726491287";"0,010700967287612162";"-0,001676388092314740";"0,007540447264845485";"0,431372549019608";"0,402298850574713";"0,701149425287356";TRUE;NA
"Safra Polaris Classe de Investimento RF CP RL";"Safra Polaris";"SAFRA POLARIS RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0060";"2019-07-26";"2026-06-30";"1740";FALSE;TRUE;TRUE;NA;"2019-08-01";"2026-06-01";"83";"0,008201172852079663";"0,759036144578313";"0,705128205128205";"48";"1,000000000000000";"0,01393819983872835";"-0,03087662025983651";"-0,01286300386837735";"0,13336491400395442";"-0,03255976251783232";"9";"1";"0,729792614198809";"0,757518239905808";"0,931531918286749";"Principal Claritas";"83";"IDA-DI";"0,01264959828515876";"IDA-DI";"0,927994746201549";"83";"83";"83";"0,654411438923268";"0,927994746201549";"-0,119631975229508344";"0,0383990877070041";"0,01264959828515876";"0,01546032765162372";"0,015971327023420745";"-0,001098747340353756";"0,010034622423150230";"0,361445783132530";"0,313253012048193";"0,674698795180723";TRUE;NA
"Daycoval Classic 30 FIRF CP";"Daycoval Classic 30";"DAYCOVAL CLASSIC 30 FIF";"0,0040";"2018-06-29";"2026-06-30";"2009";FALSE;TRUE;TRUE;NA;"2018-07-01";"2026-06-01";"96";"0,007963460447077519";"0,875000000000000";"0,780219780219780";"61";"1,000000000000000";"0,01279468872837838";"-0,02564309881189053";"-0,01537620605843659";"0,43700423675548739";"-0,03433686692948590";"11";"1";"0,760423816065598";"0,843100017539214";"0,949081150391301";"Sparta Top";"96";"IDA-DI";"0,01214768016719526";"IDA-DI";"0,920867681197110";"96";"96";"96";"0,784978750116678";"0,920867681197110";"-0,187839579727886230";"0,0334951202416393";"0,01214768016719526";"0,01469230738545397";"0,013435877806069918";"-0,001386614626729510";"0,008287803133952165";"0,458333333333333";"0,354166666666667";"0,739583333333333";TRUE;NA
"BNP Paribas Match Plus 30 Advisory FIF RF CP LP RL";"BNP Paribas Match Plus 30 Advisory";"BNP PARIBAS MATCH PLUS 30 ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0065";"2023-04-03";"2026-06-30";"813";FALSE;TRUE;TRUE;NA;"2023-04-01";"2026-06-01";"39";"0,007796221644291057";"0,871794871794872";"0,882352941176471";"4";"1,000000000000000";"0,00448812141563022";"-0,00478393566012214";"-0,00226137191022809";"0,06742159064821922";"-0,00554352812016001";NA;"1";"0,575024059086353";"0,595117962951174";"0,972859995993885";"BNP Paribas Rubi";"39";"IRF-M 1";"0,00487019099074339";"IDA-DI";"0,595821518379676";"39";"39";"39";"0,379076059822018";"0,595821518379676";"0,301217083894180893";"0,0272756557722079";"0,00928888597975947";"0,00487019099074339";"0,003102925643498455";"-0,010233392294621058";"0,010936279669738980";"0,282051282051282";"0,256410256410256";"0,794871794871795";TRUE;NA
"XP Corporate Top CP FIF FIRF LP RL";"XP Corporate Top";"XP CORPORATE TOP RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0075";"2003-02-19";"2026-06-30";"5866";FALSE;TRUE;TRUE;NA;"2003-03-01";"2026-06-01";"280";"0,007168237599647354";"0,857142857142857";"0,854545454545454";"245";"0,934693877551020";"0,00882854473206779";"-0,02431767074248947";"-0,01821522995571171";"0,46059838963097904";"-0,04390234278853833";"16";"1";"0,729185153876523";"0,770405879453253";"0,938231946855498";"Selection Light";"118";"IDA-DI";"0,01062558159888030";"IDA-DI";"0,743548964935755";"102";"210";"280";"0,684909036953570";"0,743548964935755";"-0,057400046532895328";"0,0334406797721786";"0,01062558159888030";"0,01127846098682137";"0,008423863231199258";"-0,006235339796409889";"0,002882008401619895";"0,392156862745098";"0,280952380952381";"0,628571428571429";TRUE;NA
"Sparta Top FIC FIF RF CP LP - Resp Limitada";"Sparta Top";"SPARTA TOP RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0030";"2012-02-08";"2026-06-30";"3612";FALSE;TRUE;TRUE;NA;"2012-03-01";"2026-06-01";"172";"0,007062355796904285";"0,854651162790698";"0,844311377245509";"137";"0,919708029197080";"0,01350212752048500";"-0,04033600082960698";"-0,02142960773098168";"0,30780729492925385";"-0,05162152524010621";"13";"1";"0,735947282110311";"0,813183583173725";"0,981805132217547";"Sparta Max Advisory";"86";"IDA-DI";"0,00605113899136169";"IDA-DI";"0,946728893754094";"102";"172";"172";"0,833592045035803";"0,946728893754094";"-0,134612014342866959";"0,0281997996022739";"0,00605113899136169";"0,01500859565737491";"0,010156423713295837";"-0,003135103227262959";"0,006272355436409249";"0,343137254901961";"0,279069767441860";"0,674418604651163";TRUE;NA
"Augme 30 Advisory CIC RF CP LP RL";"Augme 30 Advisory";"AUGME 30 ADVISORY FIF CIC RENDA FIXA";"0,0060";"2019-05-28";"2026-06-30";"1782";FALSE;TRUE;TRUE;NA;"2019-06-01";"2026-06-01";"85";"0,006956948333098456";"0,764705882352941";"0,762500000000000";"50";"1,000000000000000";"0,01486107502358732";"-0,02469619949974300";"-0,01760281840116492";"0,17795370716370484";"-0,02866113154516592";"12";"1";"0,648000089775269";"0,707044592874921";"0,912069506040159";"Sparta Max Advisory";"85";"IDA-DI";"0,01396984066122067";"IDA LIQ-DI";"0,863511471606282";"85";"85";"85";"0,863511471606282";"0,855486764483406";"-0,135383124039940073";"0,0330581868190198";"0,01396984066122067";"0,01641751134448927";"0,014485529220886084";"-0,002192613652967523";"0,008374961769170852";"0,447058823529412";"0,294117647058824";"0,729411764705882";TRUE;NA
"AZ Quest Altro Advisory FIC de FIF Multimercado CP";"AZ Quest Altro Advisory";"AZ QUEST ALTRO ADVISORY FIF CIC MULTIMERCADO CRÉDITO PRIVADO";"0,0080";"2019-09-26";"2026-06-30";"1696";FALSE;TRUE;TRUE;NA;"2019-10-01";"2026-06-01";"81";"0,006943712340960806";"0,753086419753086";"0,776315789473684";"46";"1,000000000000000";"0,02720297795085474";"-0,05171911849976862";"-0,02932909621756974";"0,37553372260262485";"-0,06246422992448830";"11";"1";"0,752040251545728";"0,797239148595322";"0,933512411011559";"Porto Seguro Ipê";"79";"IDA-DI";"0,01005033327242582";"IDA-DI";"0,929975193142807";"81";"81";"81";"0,738079643417249";"0,929975193142807";"-0,140402257031381428";"0,0320460474423092";"0,01005033327242582";"0,02839042328705017";"0,014743168072562263";"-0,002557185184686284";"0,009149446667115591";"0,456790123456790";"0,444444444444444";"0,765432098765432";TRUE;NA
"Arx Vinson Advisory FIC de FIF RF CP RL";"Arx Vinson Advisory";"ARX VINSON ADVISORY RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2021-07-19";"2026-06-30";"1243";FALSE;TRUE;TRUE;NA;"2021-08-01";"2026-06-01";"59";"0,006900793551405382";"0,728813559322034";"0,759259259259259";"24";"1,000000000000000";"0,00900820785460179";"-0,00892227448091598";"-0,00792041813384300";"0,57885651935805238";"-0,02531607622128795";"16";"1";"0,675031858991690";"0,707466707495024";"0,887422642484216";"XP Corporate Top";"59";"IDA-DI";"0,00730335889016542";"IDA-DI";"0,847011790098257";"59";"59";"59";"0,671150250679502";"0,847011790098257";"-0,103179469069897264";"0,0381431443627583";"0,00730335889016542";"0,01112356235840670";"0,019684319670331796";"-0,004760498817591663";"0,011076020653300267";"0,406779661016949";"0,254237288135593";"0,661016949152542";TRUE;NA
"SulAmérica Crédito Ativo FIRF CP LP";"SulAmérica Crédito Ativo";"SULAMÉRICA CRÉDITO ATIVO RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2012-03-27";"2026-06-30";"3580";FALSE;TRUE;TRUE;NA;"2012-04-01";"2026-06-01";"171";"0,006625557102764468";"0,777777777777778";"0,807228915662651";"136";"0,860294117647059";"0,01109739734383770";"-0,03168119046356033";"-0,01831115676673900";"0,41617799141335721";"-0,05235852646447758";"21";"1";"0,757353489858436";"0,818852575145685";"0,936679332076275";"Porto Seguro Ipê";"79";"IDA-DI";"0,01039152232365277";"IDA-DI";"0,811115514077546";"102";"171";"171";"0,565264985505591";"0,811115514077546";"-0,208824195729074791";"0,0355701060312267";"0,01039152232365277";"0,01309630029569274";"0,011038483489187456";"-0,003542777216151816";"0,005927650212969482";"0,352941176470588";"0,321637426900585";"0,666666666666667";TRUE;NA
"JGP Crédito Advisory FIF Multimercado CP RL";"JGP Crédito Advisory";"JGP CRÉDITO ADVISORY RESP LIMITADA FIF MULTIMERCADO CRÉDITO PRIVADO";"0,0110";"2017-12-21";"2026-06-30";"2138";FALSE;TRUE;TRUE;NA;"2018-01-01";"2026-06-01";"102";"0,006459503565982461";"0,735294117647059";"0,762886597938144";"67";"0,925373134328358";"0,03046634334978810";"-0,07940308586545419";"-0,03417895888079159";"0,20718824367635211";"-0,08959389713187027";"23";"1";"0,709777577824981";"0,728291909108704";"0,967379631320420";"JGP Corporate FEEDER II";"102";"IDA-DI";"0,01421390413434020";"IDA-DI";"0,912945937067022";"102";"102";"102";"0,626900916483243";"0,912945937067022";"-0,156983397401766755";"0,0331327801752467";"0,01421390413434020";"0,03163878087709947";"0,011014946430365491";"-0,002683134938954668";"0,006876541628070276";"0,441176470588235";"0,500000000000000";"0,715686274509804";TRUE;NA
"Safra Vitesse Classe de Investimento RF CP RL";"Safra Vitesse";"SAFRA VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0050";"2011-08-17";"2026-06-30";"3733";FALSE;TRUE;TRUE;NA;"2011-09-01";"2026-06-01";"178";"0,006379703761300703";"0,842696629213483";"0,861271676300578";"143";"0,832167832167832";"0,01433996012999645";"-0,04043299082601348";"-0,02375078657792044";"0,48934870403476366";"-0,07609832305205266";"23";"1";"0,702332210988921";"0,757548822333321";"0,970459172210985";"Safra Grand Vitesse";"94";"IDA-DI";"0,01106932612742137";"IDA-DI";"0,755007523648731";"102";"178";"178";"0,476894118724310";"0,755007523648731";"-0,204894652071926892";"0,0364225775292241";"0,01106932612742137";"0,01614212206447038";"0,009665964237245417";"-0,003844237746123302";"0,005208248908654012";"0,411764705882353";"0,320224719101124";"0,679775280898876";TRUE;NA
"Tivio Institucional 15";"Tivio Institucional 15";"TIVIO INSTITUCIONAL 15 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2002-02-28";"2026-06-30";"6114";FALSE;TRUE;TRUE;NA;"2002-03-01";"2026-06-01";"292";"0,005925157248311219";"0,780821917808219";"0,696864111498258";"257";"0,766536964980545";"0,02148017156140635";"-0,02444734451107922";"-0,01720454533733977";"-0,02152794079817320";"-0,05125997518964476";"10";"5";"0,263406239927890";"0,205873291723844";"0,793349633121120";"Arx Vinson Advisory";"59";"IRF-M 1";"0,02281471977169095";"IDA LIQ-DI";"0,302896224935023";"102";"210";"292";"0,302896224935023";"0,225444373178566";"-0,005271247476513779";"0,0457837180187746";"0,02667281669226445";"0,02281471977169095";"0,020323612922742207";"-0,004294366155616069";"0,001567181173967702";"0,352941176470588";"0,185714285714286";"0,510273972602740";TRUE;NA
"BNP Paribas Rubi FIF RF CP RL";"BNP Paribas Rubi";"BNP PARIBAS RUBI RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO";"0,0040";"2014-12-31";"2026-06-30";"2883";FALSE;TRUE;TRUE;NA;"2015-01-01";"2026-06-01";"138";"0,005712338450646337";"0,847826086956522";"0,902255639097744";"103";"0,805825242718447";"0,00966191735372636";"-0,02875736712192745";"-0,01255073710242627";"0,20843877182201595";"-0,03831212111917581";"22";"1";"0,709753606851130";"0,739293366690782";"0,972859995993885";"BNP Paribas Match Plus 30 Advisory";"39";"IRF-M 1";"0,01141574350349326";"IDA-DI";"0,871075049090016";"102";"138";"138";"0,582155490638875";"0,871075049090016";"-0,114397781516692235";"0,0361546648013887";"0,01169253025390004";"0,01141574350349326";"0,010015820859523350";"-0,004306739148118632";"0,004718460125809676";"0,343137254901961";"0,231884057971014";"0,652173913043478";TRUE;NA
"Valora Absolute FIF RF CP LP RL";"Valora Absolute";"VALORA ABSOLUTE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2009-01-19";"2026-06-30";"4380";FALSE;TRUE;TRUE;NA;"2009-02-01";"2026-06-01";"209";"0,005582590206246962";"0,889952153110048";"0,877450980392157";"174";"0,965517241379310";"0,01127728055474708";"-0,03056227665867706";"-0,02014267742842439";"0,44451772480782964";"-0,04779351297568457";"9";"1";"0,742606100499895";"0,790827421804504";"0,909140539679390";"Selection Light";"118";"IDA-DI";"0,00896079969087760";"IDA-DI";"0,826641021229741";"102";"209";"209";"0,666664958514777";"0,826641021229741";"-0,090741185587850617";"0,0329435241358069";"0,00896079969087760";"0,01280927720596951";"0,009578861967647345";"-0,006310056182026291";"0,003345671641056702";"0,343137254901961";"0,181818181818182";"0,612440191387560";TRUE;NA
"Safra Grand Vitesse FIRF CP";"Safra Grand Vitesse";"SAFRA GRAND VITESSE RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO";"0,0025";"2018-08-31";"2026-06-30";"1964";FALSE;TRUE;TRUE;NA;"2018-09-01";"2026-06-01";"94";"0,005553038222833484";"0,755319148936170";"0,741573033707865";"59";"0,915254237288136";"0,01934925807763453";"-0,04125328428938868";"-0,02308838119680501";"0,37773122015123645";"-0,07009839518948091";"21";"1";"0,696972060808115";"0,769689663061039";"0,970459172210985";"Safra Vitesse";"94";"IDA-DI";"0,01449095151575964";"IDA-DI";"0,775116351960321";"94";"94";"94";"0,498411802348631";"0,775116351960321";"-0,276782922568570178";"0,0374594677016928";"0,01449095151575964";"0,02139007870739100";"0,011367808065149809";"-0,003674228112542033";"0,005871518498720141";"0,382978723404255";"0,340425531914894";"0,702127659574468";TRUE;NA
"XP Corporate Light FIRF CP LP";"XP Corporate Light";"XP CORPORATE LIGHT RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2009-11-04";"2026-06-30";"4182";FALSE;TRUE;TRUE;NA;"2009-11-01";"2026-06-01";"200";"0,004488221244995039";"0,790000000000000";"0,779487179487179";"165";"0,848484848484849";"0,01027973128452519";"-0,02662153614316676";"-0,01816478221688141";"0,44895494663497609";"-0,04650813491870787";"18";"1";"0,726441360014458";"0,802668493665062";"0,942224003125551";"Selection Light";"118";"IDA-DI";"0,01078115966440525";"IDA-DI";"0,741356710759160";"102";"200";"200";"0,623327472231917";"0,741356710759160";"-0,080693229824349330";"0,0346276256535445";"0,01078115966440525";"0,01185197815443999";"0,008186915553822116";"-0,006318223923064026";"0,002739747927523517";"0,343137254901961";"0,275000000000000";"0,655000000000000";TRUE;NA
"Riza Lotus Plus Advisory FIF RF";"Riza Lotus Plus Advisory";"RIZA LÓTUS PLUS ADVISORY FIF CIC RENDA FIXA";"0,0050";"2021-11-01";"2026-06-30";"1170";FALSE;TRUE;TRUE;NA;"2021-11-01";"2026-06-01";"56";"0,004124906827828845";"0,732142857142857";"0,607843137254902";"21";"0,809523809523810";"0,01175508065153018";"-0,01784050002469750";"-0,00996775027425075";"0,28139402438971461";"-0,03050551657645384";"21";"5";"0,485486306427950";"0,424266187209105";"0,800838423708380";"Sparta Top";"56";"IDA-DI";"0,01029946944243033";"IDA LIQ-DI";"0,861963042839408";"56";"56";"56";"0,861963042839408";"0,671723067829134";"0,024034248830801724";"0,0346891518824032";"0,01029946944243033";"0,01217602023360531";"0,019026506042258307";"-0,006436969054668840";"0,006110725494442804";"0,446428571428571";"0,339285714285714";"0,732142857142857";TRUE;NA
"Plural Crédito Corporativo II FIC de FIF RF CP LP RL";"Plural Crédito Corporativo II";"PLURAL CRÉDITO CORPORATIVO II RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2013-09-23";"2026-06-30";"3205";FALSE;TRUE;TRUE;NA;"2013-10-01";"2026-06-01";"153";"0,003724357572653991";"0,849673202614379";"0,810810810810811";"118";"0,694915254237288";"0,01646976010915072";"-0,05244441727214333";"-0,02446721908705522";"0,33601892452471604";"-0,07234257853639103";"47";"1";"0,760953589031682";"0,804516695034527";"0,949774428535261";"Porto Seguro Ipê";"79";"IDA-DI";"0,00852745034169763";"IDA-DI";"0,880453622082541";"102";"153";"153";"0,590382453487089";"0,880453622082541";"-0,150731778403786459";"0,0337549981344500";"0,00852745034169763";"0,01792504041735105";"0,006521648962776849";"-0,006353064096101813";"0,002999468574170105";"0,323529411764706";"0,248366013071895";"0,679738562091503";TRUE;NA
"AF Invest Geraes 30 FIRF CP";"AF Invest Geraes 30";"AF INVEST GERAES 30 FIF RENDA FIXA";"0,0050";"2018-03-29";"2026-06-30";"2072";FALSE;TRUE;TRUE;NA;"2018-04-01";"2026-06-01";"99";"0,003243475698695208";"0,757575757575758";"0,691489361702128";"64";"0,781250000000000";"0,01901874305352775";"-0,03274894288777930";"-0,02610391992071048";"0,50219954036167858";"-0,05964547369492690";"24";"1";"0,702048257297598";"0,779485856669727";"0,933468965120028";"Selection Light";"99";"IDA-DI";"0,01402089254806764";"IDA-DI";"0,782675297440504";"99";"99";"99";"0,705903292261401";"0,782675297440504";"-0,198211606196076168";"0,0312004854297774";"0,01402089254806764";"0,02069919052586085";"0,008198109849532509";"-0,005797715553163219";"0,003924963817991234";"0,525252525252525";"0,494949494949495";"0,707070707070707";TRUE;NA
"Selection RF Light FIC FIRF CP LP";"Selection Light";"SELECTION RF LIGHT FIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0031";"2016-08-26";"2026-06-30";"2468";FALSE;TRUE;TRUE;NA;"2016-09-01";"2026-06-01";"118";"0,002733413318199762";"0,771186440677966";"0,716814159292035";"83";"0,807228915662651";"0,01220889965131822";"-0,02819538942459066";"-0,01766119751004987";"0,43963192195680983";"-0,04475988748843596";"23";"1";"0,771777689809434";"0,861540252092985";"0,948240200481326";"Porto Seguro Ipê";"79";"IDA-DI";"0,01134432021721474";"IDA-DI";"0,883423927034577";"102";"118";"118";"0,724044435892731";"0,883423927034577";"-0,158023649072796868";"0,0330419343008313";"0,01134432021721474";"0,01390685537957190";"0,007856493293885825";"-0,007379307431025106";"0,001951116956704135";"0,382352941176471";"0,245762711864407";"0,618644067796610";TRUE;NA
"Mag High Grade Plus 30 FIF RF CP LP RL";"Mag High Grade Plus 30";"MAG HIGH GRADE PLUS 30 RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0064";"2023-05-25";"2026-06-30";"778";FALSE;TRUE;TRUE;NA;"2023-06-01";"2026-06-01";"37";"0,002234192177385408";"0,567567567567568";"0,718750000000000";"2";"1,000000000000000";"0,00327725485163680";"-0,00297420874902776";"-0,00197843287485196";"0,09172964030663076";"-0,00478380927294630";"5";"4";"0,274384663707503";"0,281093135211874";"0,587825130302255";"Principal Claritas";"37";"IRF-M 1";"0,00353139772148252";"IRF-M 1";"0,503029204699157";"37";"37";"37";"0,121367191473184";"0,470478241488569";"0,503029204699156574";"0,0290171295097294";"0,01020688148846625";"0,00353139772148252";"-0,000971454420980344";"-0,015675583707620899";"0,005391309893930885";"0,297297297297297";"0,216216216216216";"0,621621621621622";TRUE;NA
"Capitânia Premium 45 FIC de FIF RF CP LP RL";"Capitânia Premium 45";"CAPITÂNIA PREMIUM 45 RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0055";"2014-11-07";"2026-06-30";"2920";FALSE;TRUE;TRUE;NA;"2014-11-01";"2026-06-01";"140";"0,000548715701705227";"0,635714285714286";"0,659259259259259";"105";"0,742857142857143";"0,01468192551908862";"-0,02113135416227241";"-0,01713086680833768";"0,45043088732940362";"-0,09303666750215300";NA;"2";"0,503520731690277";"0,512910954225394";"0,690475737948984";"AF Invest Geraes 30";"99";"IRF-M 1";"0,01548037800820333";"IDA-DI";"0,508165387615484";"102";"140";"140";"0,468000252781938";"0,508165387615484";"0,010602395748127776";"0,0366748863115135";"0,01725643018283001";"0,01548037800820333";"0,001209421037380531";"-0,009409539436228354";"-0,000363739374085403";"0,441176470588235";"0,421428571428571";"0,564285714285714";TRUE;NA
"Inter Premium FIF RF CP LP RL";"Inter Premium";"INTER PREMIUM RESP LIMITADA FIF RENDA FIXA CRÉDITO PRIVADO LP";"0,0060";"2017-11-01";"2026-06-30";"2172";FALSE;TRUE;TRUE;NA;"2017-11-01";"2026-06-01";"104";"-0,000979002970895260";"0,711538461538462";"0,696969696969697";"69";"0,507246376811594";"0,02044290565047840";"-0,03852417974076772";"-0,02988541919843117";"0,40295403516588696";"-0,07423231819114751";NA;"1";"0,688451093328011";"0,773010658608198";"0,928350736670073";"XP Corporate Light";"104";"IDA-DI";"0,01424544718002149";"IDA-DI";"0,773432414010470";"102";"104";"104";"0,653194528600434";"0,773432414010470";"-0,183192916161689728";"0,0315325299011350";"0,01424544718002149";"0,02196468809681814";"0,003404503796137215";"-0,009964224917455300";"-0,000663949559412735";"0,333333333333333";"0,230769230769231";"0,615384615384615";TRUE;NA
"BB Asset RF CP LP FIC FIF RL";"BB Asset";"BB ASSET RESP LIMITADA FIF CIC RENDA FIXA CRÉDITO PRIVADO LP";"0,0050";"2022-05-16";"2026-06-30";"1036";FALSE;TRUE;TRUE;NA;"2022-06-01";"2026-06-01";"49";"-0,003748556238243106";"0,632653061224490";"0,477272727272727";"14";"0,214285714285714";"0,01130280902705532";"-0,00855347472284906";"-0,00780962226000167";"0,42694646195502617";"-0,02777977244329555";NA;"1";"0,673918479490469";"0,699950656798409";"0,834548758482445";"Valora Absolute";"49";"IDA-DI";"0,00740998521807546";"IDA-DI";"0,858923447071726";"49";"49";"49";"0,653880485773701";"0,858923447071726";"0,241941354239256917";"0,0411977683183089";"0,00740998521807546";"0,01099115879419525";"0,016244130309442717";"-0,013258742375543364";"-0,001490703326321174";"0,265306122448980";"0,204081632653061";"0,632653061224490";TRUE;NA
