"nome_plot";"AF Invest Geraes 30";"ARX Everest Advisory";"AZ Quest Altro Advisory";"Absolute Creta Advisory";"Arx Vinson Advisory";"Atena Yield D30";"Augme 30 Advisory";"BB Asset";"BNP Paribas Match Plus 30 Advisory";"BNP Paribas Rubi";"BOCOM BBM Corporate Credit Plus MULT";"BTG Pactual Crédito Corporativo I";"Bocom BBM Corporate Credit II";"Capitânia Premium 45";"Compass Yield 30";"Daycoval Classic 30";"Ibiuna Credit";"Integral";"Inter Premium";"Iridium Titan Advisory";"JGP Corporate FEEDER II";"JGP Crédito Advisory";"Mag High Grade Plus 30";"Novus Crédito";"Occam Crédito Corporativo 30";"Plural Crédito Corporativo II";"Polo Crédito Corporativo Advisory";"Porto Seguro Ipê";"Principal Claritas";"Riza Lotus Plus Advisory";"Root Capital Crédito HG Plus";"SPX Seahawk Advisory";"Safra Grand Vitesse";"Safra Polaris";"Safra Vitesse";"Selection Light";"Sparta Max Advisory";"Sparta Top";"SulAmérica Crédito Ativo";"SulAmérica Crédito ESG";"Tivio Institucional 15";"Valora Absolute";"Vinland Crédito";"XP Corporate Light";"XP Corporate Plus";"XP Corporate Top"
"JGP Corporate FEEDER II";"0,788740399211630";"0,684053175858072";"0,915311673040082";"0,659762279673746";"0,775317775511588";"0,526155165577820";"0,7524128980905518";"0,746617909335959";"0,522673888453663";"0,891379714498213";"0,759006964882161";"0,804880679035693";"0,689992757860427";"0,517262692253585";"0,644135535705410";"0,907295801468248";"0,489384603590668";"0,903455149933044";"0,759213157105323";"0,6814389197678441";"1,000000000000000";"0,967379631320420";"0,1315375607749333";"0,728472752308102";"0,689170073628587";"0,932245469110247";"0,6427405818746803";"0,9429554520799101";"0,945560752963798";"0,484256599207084";"0,568854133294682";"0,892376898996486";"0,8239817934538934";"0,903282740380826";"0,8432674197002473";"0,891580231870311";"0,868074164424434";"0,910100822405193";"0,899907816144743";"0,696113928125942";"0,1871283441445045";"0,888196194505418";"0,543359616601067";"0,825470281402136";"0,796454968672268";"0,824776204330215"
"JGP Crédito Advisory";"0,733842302969257";"0,621416408422215";"0,900055336113194";"0,650281515604567";"0,666942658119155";"0,523733971679738";"0,7219226278810549";"0,655918317929201";"0,569924020654636";"0,915077567799129";"0,781570526927197";"0,728291909108704";"0,673439802461563";"0,486653054520595";"0,544868530455735";"0,861374249275809";"0,574161529260813";"0,865325877805719";"0,714407702709363";"0,6109165237783355";"0,967379631320420";"1,000000000000000";"0,2150795594775503";"0,685630309869478";"0,672312762428955";"0,935657317608320";"0,5705846153071047";"0,9253442359099445";"0,925934157375647";"0,314777325134884";"0,557719449639591";"0,874171260998039";"0,8118119743520971";"0,928904539953189";"0,8180647402284861";"0,857246110477024";"0,818112244132385";"0,881573517652531";"0,890831547220633";"0,633494565293938";"0,1229456500261604";"0,836501186296580";"0,502476351233330";"0,805163692154366";"0,817743945104240";"0,770405879453253"
"Mag High Grade Plus 30";"0,247123167408251";"0,235879221284216";"0,133343052811113";"0,380032981283090";"0,290653722669941";"0,445623033468755";"0,0959798327368847";"0,409704558455126";"0,281093135211874";"0,331074756741663";"0,293029539357309";"0,139681752177792";"0,325490244285869";"0,100099458195789";"0,284197453421620";"0,320681995878485";"0,412620261003230";"0,453424050531963";"0,411517028620952";"0,0449796518607736";"0,131537560774933";"0,215079559477550";"1,0000000000000000";"0,401615616374488";"0,462075761309950";"0,229688538863249";"0,3037303762091693";"0,0958941388155876";"0,587825130302255";"0,266903658449065";"0,269669223171806";"0,278678088991721";"0,3919469600367850";"0,327714592525707";"0,2641784127898407";"0,286050420916937";"0,181806538587911";"0,237130310800921";"0,359482026681822";"0,188978134562580";"-0,0194269027870765";"0,335360530927375";"0,265365037658074";"0,205359978620603";"0,127223231653292";"0,317214043718374"
"Novus Crédito";"0,584649649543245";"0,415562339530999";"0,680179023850495";"0,807894197720000";"0,666372428101140";"0,666838297367883";"0,4931633072593238";"0,742588133462089";"0,640757262983720";"0,688192680671377";"0,731369682369399";"0,703603725847335";"0,888324643194418";"0,507723823833294";"0,651212833904251";"0,700113777178264";"0,514966883622411";"0,835317981736455";"0,521798337658386";"0,5083621969668235";"0,728472752308102";"0,685630309869478";"0,4016156163744880";"1,000000000000000";"0,876027936318407";"0,858474695458003";"0,6782027018949001";"0,7328140578762945";"0,871447304523739";"0,455781945306429";"0,698732591879675";"0,638478488940755";"0,7670766703981405";"0,816389494658305";"0,7558098147377035";"0,631527173535659";"0,646228648341159";"0,654193825386868";"0,872743882451965";"0,805310634311057";"0,5210872397638860";"0,771387400780019";"0,742454091569431";"0,652925845870678";"0,501156700457615";"0,656719842953220"
"Occam Crédito Corporativo 30";"0,506709537819299";"0,388578171220761";"0,710637819791050";"0,796414507432060";"0,634509155104002";"0,747477097264482";"0,3658130104595155";"0,824316826603229";"0,708454766685326";"0,735751640575119";"0,646889590555165";"0,624203028498761";"0,826484894203019";"0,469199998726674";"0,667608962464657";"0,624436001920291";"0,470619050775417";"0,838732514279011";"0,435039881597055";"0,5397447130494926";"0,689170073628587";"0,672312762428955";"0,4620757613099499";"0,876027936318407";"1,000000000000000";"0,882462592386647";"0,7186038830516467";"0,7557992140033322";"0,862778240025092";"0,348443060032111";"0,825218397268036";"0,627907804697928";"0,8227024443436736";"0,855671355690393";"0,8519252886956351";"0,591492499492292";"0,528456155438658";"0,535171918153373";"0,876003787030045";"0,826884412068451";"0,4043787559093673";"0,731791665627752";"0,736469585305483";"0,585013840580705";"0,405135610422718";"0,585705193862544"
"Plural Crédito Corporativo II";"0,804209872477823";"0,648359149405880";"0,873195867817804";"0,727795569074345";"0,719999661838340";"0,575677838846471";"0,7174846335634514";"0,753783545782763";"0,729125918584019";"0,937884881695882";"0,678128717645950";"0,837395629837744";"0,836117100670031";"0,505517018181122";"0,764252729472862";"0,884951271435347";"0,459079242907409";"0,659944804424478";"0,826410410799273";"0,6997219855606729";"0,932245469110247";"0,935657317608320";"0,2296885388632490";"0,858474695458003";"0,882462592386647";"1,000000000000000";"0,6664707876861126";"0,9497744285352613";"0,933679834128276";"0,417290774209414";"0,723192176909652";"0,873636143424764";"0,9093026859233864";"0,895371382830213";"0,9232143525827818";"0,909539415837088";"0,843116255746310";"0,902587134835130";"0,901727541964490";"0,744482556355816";"0,1438272617224496";"0,863158498955483";"0,704411429715010";"0,866152335785868";"0,789895350795537";"0,804516695034527"
"Polo Crédito Corporativo Advisory";"0,720697686810074";"0,792909046020027";"0,678282247761549";"0,847714939203756";"0,564023384930430";"0,629504010754002";"0,5535509285836012";"0,648161085480006";"0,621565841867399";"0,632975590025605";"0,346436236560128";"0,778652183732751";"0,641633901006956";"0,585395935420757";"0,526380579496193";"0,681738355724037";"0,406301802538887";"0,736548192083622";"0,715331366585703";"0,8385641035346757";"0,642740581874680";"0,570584615307105";"0,3037303762091693";"0,678202701894900";"0,718603883051647";"0,666470787686113";"1,0000000000000000";"0,7092232464453976";"0,682055903860704";"0,271669519101009";"0,843082629361238";"0,623810402494660";"0,7070697012702188";"0,575376276857717";"0,7265568230354390";"0,781248888568163";"0,621154839098892";"0,617536001029735";"0,746298670143076";"0,575386266606517";"0,0906108586914522";"0,790827421804504";"0,779654613290188";"0,756201734119301";"0,722977528531094";"0,759579516123936"
"Porto Seguro Ipê";"0,841556285059199";"0,729535712758999";"0,933512411011559";"0,736857330546560";"0,854747109926108";"0,669256765155987";"0,8131402649234535";"0,796195194883316";"0,633796178865830";"0,925967879965110";"0,729126837859004";"0,859222329619269";"0,719581284990011";"0,586984954906388";"0,586738192599232";"0,927876248339667";"0,535425652567256";"0,913061565065470";"0,836181620359650";"0,7604905708594996";"0,942955452079910";"0,925344235909945";"0,0958941388155876";"0,732814057876295";"0,755799214003332";"0,949774428535261";"0,7092232464453976";"1,0000000000000000";"0,943497179582075";"0,516973095410275";"0,765699789300214";"0,911360278837340";"0,8721825868603245";"0,925134640186027";"0,8821117451567063";"0,948240200481326";"0,902191351526662";"0,938642941880164";"0,936679332076275";"0,762545103536393";"0,1902544347890409";"0,888163917647055";"0,700297597500642";"0,920854198448152";"0,875529059388203";"0,877947183624444"
"Principal Claritas";"0,799748495634715";"0,681326419724676";"0,904275121823406";"0,745119394736930";"0,705890654800206";"0,623552386917885";"0,7714640877804331";"0,781822581817078";"0,651265326911484";"0,910402345642123";"0,768128154316935";"0,799727544514981";"0,798173089047089";"0,512910954225394";"0,683611208636461";"0,923970391215175";"0,542897261842080";"0,645496243722866";"0,803992178433455";"0,6525017318008220";"0,945560752963798";"0,925934157375647";"0,5878251303022547";"0,871447304523739";"0,862778240025092";"0,933679834128276";"0,6820559038607044";"0,9434971795820746";"1,000000000000000";"0,520379404746797";"0,608922795016780";"0,904260842806256";"0,8536879683787177";"0,931531918286749";"0,8393506771362700";"0,894516583316302";"0,887538462792902";"0,918321223967288";"0,874676718802920";"0,680333240483007";"0,1721590235731698";"0,868060025852834";"0,615469669860242";"0,802668493665062";"0,790733709931159";"0,765420939574793"
"Riza Lotus Plus Advisory";"0,779485856669727";"0,386967504940695";"0,472991582638400";"0,363894325965393";"0,603011188030546";"0,172460841870697";"0,7188703910195278";"0,636808337754758";"0,238315247136182";"0,349727478238098";"0,327073396143484";"0,708123229698148";"0,381359696926038";"0,400102441102842";"0,482710718215787";"0,764475284651739";"0,352023473135128";"0,364776490180375";"0,696256295809497";"0,4019652866579814";"0,484256599207084";"0,314777325134884";"0,2669036584490652";"0,455781945306429";"0,348443060032111";"0,417290774209414";"0,2716695191010091";"0,5169730954102755";"0,520379404746797";"1,000000000000000";"0,246432723738366";"0,772222998165530";"0,2658210410332831";"0,382848361571140";"0,2726968391599798";"0,710389975238062";"0,783251142611198";"0,800838423708380";"0,424266187209105";"0,416528641950264";"0,7780526704606505";"0,568009017020526";"0,263550532457329";"0,683609748902946";"0,594318844155622";"0,686172193493236"
"Root Capital Crédito HG Plus";"0,436079150401810";"0,517249632837374";"0,679770941398192";"0,823981962007723";"0,605331708812474";"0,590316737861379";"0,3990945122167387";"0,725100648544437";"0,735893190194818";"0,738103829934297";"0,466012975477378";"0,505428830572500";"0,672504349150873";"0,483598207912991";"0,589420012845256";"0,483572222701271";"0,413430514300807";"0,678986639759757";"0,374731349902428";"0,6691478562112614";"0,568854133294682";"0,557719449639591";"0,2696692231718057";"0,698732591879675";"0,825218397268036";"0,723192176909652";"0,8430826293612382";"0,7656997893002135";"0,608922795016780";"0,246432723738366";"1,000000000000000";"0,616682142365700";"0,5827220916453892";"0,745439654985831";"0,6487896220694704";"0,627810527401034";"0,411818786314326";"0,408664918968574";"0,746768237296841";"0,772606270503462";"0,3278197012340993";"0,625974395282228";"0,804356376058184";"0,531982558090679";"0,478274681154029";"0,554993929170370"
"SPX Seahawk Advisory";"0,821146367733522";"0,704241271720706";"0,915331205402884";"0,640481206150159";"0,775269625104373";"0,528213558883957";"0,8712407770673173";"0,819883620436050";"0,534194375959404";"0,819268774720219";"0,740590627236661";"0,777986967901783";"0,650747905020515";"0,634188885743534";"0,678092334001884";"0,903686223357070";"0,483594548918227";"0,862571662933533";"0,783356581756761";"0,6711912334470638";"0,892376898996486";"0,874171260998039";"0,2786780889917214";"0,638478488940755";"0,627907804697928";"0,873636143424764";"0,6238104024946600";"0,9113602788373401";"0,904260842806256";"0,772222998165530";"0,616682142365700";"1,000000000000000";"0,7518139864913842";"0,862857549337051";"0,7531484583857551";"0,911125884769319";"0,928577804088921";"0,945709029100236";"0,829664667133053";"0,555680742775789";"0,2412766580531519";"0,870449263375121";"0,610938829858434";"0,822414499412884";"0,859705616698616";"0,833773386418662"
"Safra Grand Vitesse";"0,777222258249683";"0,617614063850334";"0,769689663061039";"0,703968301406760";"0,372791854216335";"0,610806116150384";"0,6397879187260360";"0,634332170841124";"0,658728681333588";"0,884334214654260";"0,568476320908953";"0,840622156970671";"0,782612113131047";"0,490277166402072";"0,356764358823477";"0,828549152232821";"0,249560170471677";"0,812788063688308";"0,824912105257668";"0,7226915777333416";"0,823981793453893";"0,811811974352097";"0,3919469600367850";"0,767076670398141";"0,822702444343674";"0,909302685923386";"0,7070697012702188";"0,8721825868603245";"0,853687968378718";"0,265821041033283";"0,582722091645389";"0,751813986491384";"1,0000000000000000";"0,809567718684967";"0,9704591722109847";"0,864212851937234";"0,748905491596018";"0,810146049751437";"0,927029926824176";"0,500366929796713";"0,0817364994379191";"0,800042981521239";"0,660093420070835";"0,892383950002537";"0,773795194890487";"0,818354217343734"
"Safra Polaris";"0,693641379807034";"0,617528965908141";"0,871422157380776";"0,734395407004568";"0,676309584083773";"0,621602873574033";"0,7332396621860293";"0,678273380509952";"0,701210087558299";"0,921662341509791";"0,832301275112324";"0,673344226704316";"0,757518239905808";"0,475725728615095";"0,584494660451194";"0,856508098490512";"0,540566102981315";"0,830634791209250";"0,697003285764713";"0,5762665434059594";"0,903282740380826";"0,928904539953189";"0,3277145925257068";"0,816389494658305";"0,855671355690393";"0,895371382830213";"0,5753762768577169";"0,9251346401860268";"0,931531918286749";"0,382848361571140";"0,745439654985831";"0,862857549337051";"0,8095677186849666";"1,000000000000000";"0,7855915522394502";"0,829197663667833";"0,828494859548732";"0,886773324227821";"0,861871488173432";"0,700325121378430";"0,1671981669876376";"0,801908104454841";"0,642582115090034";"0,784402103880263";"0,788867798879443";"0,729716322307494"
"Safra Vitesse";"0,809769254415477";"0,648317382349340";"0,784780801934247";"0,669429128256961";"0,453265641249033";"0,593808253618362";"0,6242497389661765";"0,643117104731677";"0,680353319815420";"0,870086314443151";"0,532387634833514";"0,880321565362877";"0,806713316901457";"0,513860493004558";"0,495364405057061";"0,843100017539214";"0,343737567604599";"0,607870009245671";"0,836461199294707";"0,7772616893849122";"0,843267419700247";"0,818064740228486";"0,2641784127898407";"0,755809814737703";"0,851925288695635";"0,923214352582782";"0,7265568230354390";"0,8821117451567063";"0,839350677136270";"0,272696839159980";"0,648789622069470";"0,753148458385755";"0,9704591722109847";"0,785591552239450";"1,0000000000000000";"0,875898264444331";"0,757548822333321";"0,805511517234485";"0,884892075438608";"0,589257507426856";"0,0746128636644948";"0,834321292767438";"0,638445658304691";"0,851546528710713";"0,746163621815491";"0,797331586223837"
"Selection Light";"0,933468965120028";"0,798359575674272";"0,921767027382985";"0,638202974960447";"0,879636515541304";"0,597638573953088";"0,8615402520929847";"0,777537921068462";"0,629001989822908";"0,863447072400645";"0,601516410142098";"0,913040325587285";"0,578651844411568";"0,614894748104809";"0,548754709812419";"0,946597313732957";"0,564942967720993";"0,885444864195879";"0,906779750263504";"0,8446223036421648";"0,891580231870311";"0,857246110477024";"0,2860504209169367";"0,631527173535659";"0,591492499492292";"0,909539415837088";"0,7812488885681634";"0,9482402004813263";"0,894516583316302";"0,710389975238062";"0,627810527401034";"0,911125884769319";"0,8642128519372337";"0,829197663667833";"0,8758982644443308";"1,000000000000000";"0,914334146793600";"0,927940526644902";"0,905823511656472";"0,609377840552953";"0,2232673341141855";"0,909140539679390";"0,552791296252089";"0,942224003125551";"0,890942098166155";"0,938231946855498"
"Sparta Max Advisory";"0,857069296014709";"0,735885759593141";"0,906708935620207";"0,515283056513127";"0,812455417384082";"0,544161827654199";"0,9120695060401590";"0,699950656798409";"0,534256892781610";"0,791677082539111";"0,715114087437296";"0,852762599087636";"0,811011821169029";"0,633856096290336";"0,583717597549264";"0,936511841529888";"0,448193618814929";"0,844970409676812";"0,850607475439994";"0,7103661429244603";"0,868074164424434";"0,818112244132385";"0,1818065385879106";"0,646228648341159";"0,528456155438658";"0,843116255746310";"0,6211548390988924";"0,9021913515266623";"0,887538462792902";"0,783251142611198";"0,411818786314326";"0,928577804088921";"0,7489054915960178";"0,828494859548732";"0,7575488223333211";"0,914334146793600";"1,000000000000000";"0,981805132217547";"0,818852575145685";"0,540848785168780";"0,2745665933918524";"0,854996642028918";"0,443313346218687";"0,865034945363483";"0,868989391427880";"0,885503914709192"
"Sparta Top";"0,853440196362414";"0,711273365240424";"0,922808172922963";"0,513054860282339";"0,813183583173725";"0,537458228573552";"0,9000373263783321";"0,705274673280344";"0,583907881859761";"0,867231149087338";"0,745948541646339";"0,843862046233898";"0,836081109252874";"0,570967303406525";"0,590967369952315";"0,949081150391301";"0,465368686096018";"0,619531988899206";"0,860714570899764";"0,6841491841967847";"0,910100822405193";"0,881573517652531";"0,2371303108009208";"0,654193825386868";"0,535171918153373";"0,902587134835130";"0,6175360010297352";"0,9386429418801638";"0,918321223967288";"0,800838423708380";"0,408664918968574";"0,945709029100236";"0,8101460497514373";"0,886773324227821";"0,8055115172344848";"0,927940526644902";"0,981805132217547";"1,000000000000000";"0,833197424242574";"0,560630116530304";"0,2298060748792862";"0,856921087395423";"0,437048268651362";"0,822234712733381";"0,821906028718422";"0,818895975712425"
"SulAmérica Crédito Ativo";"0,835053831362889";"0,689687745951460";"0,868795108305394";"0,804085641465921";"0,738842964874447";"0,605635044884217";"0,7070445928749206";"0,780567182467894";"0,707042815577615";"0,881356362571721";"0,624663157201307";"0,832494690662166";"0,859419992778137";"0,510112088018239";"0,521245703009072";"0,879151427129505";"0,544059969014354";"0,595717256275981";"0,846583441304098";"0,7466358281915729";"0,899907816144743";"0,890831547220633";"0,3594820266818219";"0,872743882451965";"0,876003787030045";"0,901727541964490";"0,7462986701430757";"0,9366793320762752";"0,874676718802920";"0,424266187209105";"0,746768237296841";"0,829664667133053";"0,9270299268241760";"0,861871488173432";"0,8848920754386083";"0,905823511656472";"0,818852575145685";"0,833197424242574";"1,000000000000000";"0,882342771461098";"0,1036305461094751";"0,827392261999594";"0,683775772016654";"0,811217034372677";"0,786360937882782";"0,817275460230535"
"SulAmérica Crédito ESG";"0,574995100722124";"0,508101336464244";"0,697524029091802";"0,768829666385049";"0,707466707495024";"0,416635779719659";"0,4245466861253005";"0,730688338659832";"0,684826241523694";"0,448443970153697";"0,500035527849674";"0,668352704470651";"0,791341175638018";"0,459722252760540";"0,486235550376020";"0,648660851533608";"0,500702238986155";"0,711204029607037";"0,485056080774766";"0,6079735984302079";"0,696113928125942";"0,633494565293938";"0,1889781345625797";"0,805310634311057";"0,826884412068451";"0,744482556355816";"0,5753862666065174";"0,7625451035363935";"0,680333240483007";"0,416528641950264";"0,772606270503462";"0,555680742775789";"0,5003669297967127";"0,700325121378430";"0,5892575074268560";"0,609377840552953";"0,540848785168780";"0,560630116530304";"0,882342771461098";"1,000000000000000";"0,5024024535388334";"0,686009250286307";"0,675546494625034";"0,615510236790810";"0,503780827422530";"0,626821062476008"
"Tivio Institucional 15";"0,241678736431217";"0,184338127174522";"0,230304822985634";"0,385836039454404";"0,793349633121120";"0,129674040072609";"0,3046124655973851";"0,630187886077694";"0,425627407528993";"0,111838116359047";"0,199327029907355";"0,181366089613429";"0,372661111554247";"0,146647786618216";"0,426106873995615";"0,265147921403471";"0,449457409804878";"0,147714450618810";"0,190124593344724";"0,1643435116439875";"0,187128344144505";"0,122945650026160";"-0,0194269027870765";"0,521087239763886";"0,404378755909367";"0,143827261722450";"0,0906108586914522";"0,1902544347890409";"0,172159023573170";"0,778052670460651";"0,327819701234099";"0,241276658053152";"0,0817364994379191";"0,167198166987638";"0,0746128636644948";"0,223267334114185";"0,274566593391852";"0,229806074879286";"0,103630546109475";"0,502402453538833";"1,0000000000000000";"0,205873291723844";"0,278996488274836";"0,171646729126550";"0,181801641276220";"0,217284365341707"
"Valora Absolute";"0,863124263196959";"0,774201701574739";"0,878078161257903";"0,743027946016258";"0,739965776569902";"0,560698350375483";"0,7349156863214893";"0,834548758482445";"0,570225705570723";"0,782383652066001";"0,606356097761352";"0,842902576482669";"0,648648838271257";"0,626677506979755";"0,668942831190265";"0,898097002752510";"0,501868992381568";"0,689259747945055";"0,807028810931015";"0,8174909655788454";"0,888196194505418";"0,836501186296580";"0,3353605309273746";"0,771387400780019";"0,731791665627752";"0,863158498955483";"0,7908274218045036";"0,8881639176470554";"0,868060025852834";"0,568009017020526";"0,625974395282228";"0,870449263375121";"0,8000429815212393";"0,801908104454841";"0,8343212927674384";"0,909140539679390";"0,854996642028918";"0,856921087395423";"0,827392261999594";"0,686009250286307";"0,2058732917238441";"1,000000000000000";"0,596932423720093";"0,806326768216251";"0,790620777894770";"0,820466211026093"
"Vinland Crédito";"0,389968843717422";"0,377574285759828";"0,569112427322542";"0,866583472841115";"0,493583021195020";"0,644964982316753";"0,4422211829518000";"0,656523642810999";"0,793282509537412";"0,794068357017373";"0,496165011292406";"0,503616019423767";"0,760970652900749";"0,421922828431764";"0,678632030841600";"0,394099533640118";"0,385579806992287";"0,571380399567448";"0,367446083857332";"0,5018989623990783";"0,543359616601067";"0,502476351233330";"0,2653650376580741";"0,742454091569431";"0,736469585305483";"0,704411429715010";"0,7796546132901878";"0,7002975975006424";"0,615469669860242";"0,263550532457329";"0,804356376058184";"0,610938829858434";"0,6600934200708355";"0,642582115090034";"0,6384456583046910";"0,552791296252089";"0,443313346218687";"0,437048268651362";"0,683775772016654";"0,675546494625034";"0,2789964882748355";"0,596932423720093";"1,000000000000000";"0,469221493822647";"0,492873916925819";"0,499754027850603"
"XP Corporate Light";"0,918899303058058";"0,752113698638498";"0,859018295603558";"0,564981588643149";"0,864793372529946";"0,601053587267392";"0,7706506470950416";"0,717348284168284";"0,677446735370087";"0,816988420927255";"0,532300511882911";"0,864952907827287";"0,708059304356906";"0,579279601236660";"0,511595907752831";"0,918983940853621";"0,536603178960469";"0,572678166839791";"0,928350736670073";"0,8610235928316300";"0,825470281402136";"0,805163692154366";"0,2053599786206032";"0,652925845870678";"0,585013840580705";"0,866152335785868";"0,7562017341193011";"0,9208541984481515";"0,802668493665062";"0,683609748902946";"0,531982558090679";"0,822414499412884";"0,8923839500025370";"0,784402103880263";"0,8515465287107127";"0,942224003125551";"0,865034945363483";"0,822234712733381";"0,811217034372677";"0,615510236790810";"0,1716467291265499";"0,806326768216251";"0,469221493822647";"1,000000000000000";"0,829839607982820";"0,813334096956089"
"XP Corporate Plus";"0,840720387685684";"0,773780576250607";"0,863510094602573";"0,532445810578163";"0,651421056055390";"0,564559837758742";"0,8200364299630712";"0,535377772952566";"0,496863072781886";"0,760097978352057";"0,619894942111131";"0,790081102651701";"0,440010733374248";"0,568367762965434";"0,509428321309388";"0,884926445624035";"0,524822615486914";"0,776630662270349";"0,839213642819205";"0,7695682010979537";"0,796454968672268";"0,817743945104240";"0,1272232316532919";"0,501156700457615";"0,405135610422718";"0,789895350795537";"0,7229775285310936";"0,8755290593882035";"0,790733709931159";"0,594318844155622";"0,478274681154029";"0,859705616698616";"0,7737951948904868";"0,788867798879443";"0,7461636218154913";"0,890942098166155";"0,868989391427880";"0,821906028718422";"0,786360937882782";"0,503780827422530";"0,1818016412762198";"0,790620777894770";"0,492873916925819";"0,829839607982820";"1,000000000000000";"0,868680282694279"
"XP Corporate Top";"0,930636291166001";"0,788747914912817";"0,876683977047446";"0,589480768623006";"0,887422642484216";"0,594197569081692";"0,8132994827235770";"0,716218459327235";"0,679656989050035";"0,739293366690782";"0,519196649396030";"0,872945216041569";"0,680830813441599";"0,598663060867489";"0,550264576176302";"0,926065734541365";"0,569793515069466";"0,595730783438264";"0,918496634821626";"0,8768330020579375";"0,824776204330215";"0,770405879453253";"0,3172140437183743";"0,656719842953220";"0,585705193862544";"0,804516695034527";"0,7595795161239357";"0,8779471836244441";"0,765420939574793";"0,686172193493236";"0,554993929170370";"0,833773386418662";"0,8183542173437337";"0,729716322307494";"0,7973315862238375";"0,938231946855498";"0,885503914709192";"0,818895975712425";"0,817275460230535";"0,626821062476008";"0,2172843653417074";"0,820466211026093";"0,499754027850603";"0,813334096956089";"0,868680282694279";"1,000000000000000"
