"";"Data";"Nome do Ativo";"Cota";"CDI";"var_36M";"var_ano";"var_mes";"cdi_36M";"cdi_ano";"cdi_mes";"excess_var_36M";"excess_var_ano";"excess_var_mes"
"1";2007-10-01;"IHFA";984,08;703,269589;NA;-78,53;-79,37;NA;-74,28;-76,82;NA;-4,25;-2,55000000000001
"2";2007-10-02;"IHFA";984,05;703,563909;NA;-78,53;-79,37;NA;-74,27;-76,81;NA;-4,26000000000001;-2,56
"3";2007-10-03;"IHFA";983,49;703,858352;NA;-78,54;-79,38;NA;-74,26;-76,8;NA;-4,28;-2,58
"4";2007-10-04;"IHFA";983,59;704,152667;NA;-78,54;-79,38;NA;-74,25;-76,79;NA;-4,29000000000001;-2,58999999999999
"5";2007-10-05;"IHFA";985,1;704,447105;NA;-78,51;-79,35;NA;-74,24;-76,78;NA;-4,27000000000001;-2,56999999999999
"6";2007-10-08;"IHFA";984,89;704,741666;NA;-78,51;-79,35;NA;-74,23;-76,77;NA;-4,28;-2,58
"7";2007-10-09;"IHFA";985,83;705,03635;NA;-78,49;-79,33;NA;-74,21;-76,76;NA;-4,28;-2,56999999999999
"8";2007-10-10;"IHFA";985,37;705,331158;NA;-78,5;-79,34;NA;-74,2;-76,75;NA;-4,3;-2,59
"9";2007-10-11;"IHFA";986,97;705,626088;NA;-78,47;-79,31;NA;-74,19;-76,74;NA;-4,28;-2,57000000000001
"10";2007-10-15;"IHFA";985,19;705,921142;NA;-78,51;-79,34;NA;-74,18;-76,73;NA;-4,33;-2,61
"11";2007-10-16;"IHFA";983,52;706,216572;NA;-78,54;-79,38;NA;-74,17;-76,72;NA;-4,37;-2,66
"12";2007-10-17;"IHFA";984,73;706,512125;NA;-78,52;-79,35;NA;-74,16;-76,71;NA;-4,36;-2,64
"13";2007-10-18;"IHFA";984,88;706,807045;NA;-78,51;-79,35;NA;-74,15;-76,7;NA;-4,36;-2,64999999999999
"14";2007-10-19;"IHFA";985,8;707,10234;NA;-78,49;-79,33;NA;-74,14;-76,7;NA;-4,34999999999999;-2,63
"15";2007-10-22;"IHFA";983,17;707,398011;NA;-78,55;-79,39;NA;-74,13;-76,69;NA;-4,42;-2,7
"16";2007-10-23;"IHFA";985,75;707,694059;NA;-78,49;-79,33;NA;-74,12;-76,68;NA;-4,36999999999999;-2,64999999999999
"17";2007-10-24;"IHFA";985,08;707,989978;NA;-78,51;-79,35;NA;-74,11;-76,67;NA;-4,40000000000001;-2,67999999999999
"18";2007-10-25;"IHFA";985,75;708,286273;NA;-78,49;-79,33;NA;-74,1;-76,66;NA;-4,39;-2,67
"19";2007-10-26;"IHFA";988,96;708,582693;NA;-78,42;-79,27;NA;-74,08;-76,65;NA;-4,34;-2,61999999999999
"20";2007-10-29;"IHFA";991,65;708,878983;NA;-78,37;-79,21;NA;-74,07;-76,64;NA;-4,30000000000001;-2,56999999999999
"21";2007-10-30;"IHFA";991,56;709,17565;NA;-78,37;-79,21;NA;-74,06;-76,63;NA;-4,31;-2,58
"22";2007-10-31;"IHFA";992,4;709,472189;NA;-78,35;-79,19;NA;-74,05;-76,62;NA;-4,3;-2,56999999999999
"23";2007-11-01;"IHFA";992,77;709,768344;NA;-78,34;-79,19;NA;-74,04;-76,61;NA;-4,3;-2,58
"24";2007-11-05;"IHFA";992,55;710,064876;NA;-78,35;-79,19;NA;-74,03;-76,6;NA;-4,31999999999999;-2,59
"25";2007-11-06;"IHFA";993,21;710,361786;NA;-78,33;-79,18;NA;-74,02;-76,59;NA;-4,31;-2,59
"26";2007-11-07;"IHFA";992,98;710,658821;NA;-78,34;-79,18;NA;-74,01;-76,58;NA;-4,33;-2,60000000000001
"27";2007-11-08;"IHFA";993,12;710,955979;NA;-78,33;-79,18;NA;-74;-76,57;NA;-4,33;-2,61000000000001
"28";2007-11-09;"IHFA";991,76;711,253008;NA;-78,36;-79,21;NA;-73,99;-76,56;NA;-4,37;-2,64999999999999
"29";2007-11-12;"IHFA";989,98;711,55016;NA;-78,4;-79,24;NA;-73,98;-76,55;NA;-4,42;-2,69
"30";2007-11-13;"IHFA";988,71;711,847692;NA;-78,43;-79,27;NA;-73,97;-76,54;NA;-4,46000000000001;-2,72999999999999
"31";2007-11-14;"IHFA";991,55;712,145856;NA;-78,37;-79,21;NA;-73,95;-76,53;NA;-4,42;-2,67999999999999
"32";2007-11-16;"IHFA";990,89;712,443636;NA;-78,38;-79,23;NA;-73,94;-76,52;NA;-4,44;-2,71000000000001
"33";2007-11-19;"IHFA";989,11;712,741286;NA;-78,42;-79,26;NA;-73,93;-76,51;NA;-4,48999999999999;-2,75
"34";2007-11-20;"IHFA";989,26;713,039825;NA;-78,42;-79,26;NA;-73,92;-76,5;NA;-4,5;-2,76000000000001
"35";2007-11-21;"IHFA";985,69;713,338488;NA;-78,5;-79,33;NA;-73,91;-76,49;NA;-4,59;-2,84
"36";2007-11-22;"IHFA";986,15;713,637277;NA;-78,49;-79,32;NA;-73,9;-76,48;NA;-4,58999999999999;-2,83999999999999
"37";2007-11-23;"IHFA";986,7;713,935936;NA;-78,47;-79,31;NA;-73,89;-76,47;NA;-4,58;-2,84
"38";2007-11-26;"IHFA";986,4;714,234209;NA;-78,48;-79,32;NA;-73,88;-76,46;NA;-4,60000000000001;-2,86
"39";2007-11-27;"IHFA";983,35;714,532863;NA;-78,55;-79,38;NA;-73,87;-76,45;NA;-4,67999999999999;-2,92999999999999
"40";2007-11-28;"IHFA";986,23;714,832152;NA;-78,48;-79,32;NA;-73,86;-76,44;NA;-4,62;-2,88
"41";2007-11-29;"IHFA";988,13;715,131055;NA;-78,44;-79,28;NA;-73,85;-76,43;NA;-4,59;-2,84999999999999
"42";2007-11-30;"IHFA";990,68;715,429828;NA;-78,39;-79,23;NA;-73,83;-76,42;NA;-4,56;-2,81
"43";2007-12-03;"IHFA";991,28;715,729237;NA;-78,37;-79,22;NA;-73,82;-76,41;NA;-4,55000000000001;-2,81
"44";2007-12-04;"IHFA";990,3;716,029027;NA;-78,4;-79,24;NA;-73,81;-76,4;NA;-4,59;-2,83999999999999
"45";2007-12-05;"IHFA";991,62;716,328943;NA;-78,37;-79,21;NA;-73,8;-76,39;NA;-4,57000000000001;-2,81999999999999
"46";2007-12-06;"IHFA";993,38;716,62924;NA;-78,33;-79,17;NA;-73,79;-76,38;NA;-4,53999999999999;-2,79000000000001
"47";2007-12-07;"IHFA";994,8;716,929151;NA;-78,3;-79,14;NA;-73,78;-76,37;NA;-4,52;-2,77
"48";2007-12-10;"IHFA";994,29;717,228675;NA;-78,31;-79,15;NA;-73,77;-76,36;NA;-4,54000000000001;-2,79000000000001
"49";2007-12-11;"IHFA";995,5;717,528581;NA;-78,28;-79,13;NA;-73,76;-76,35;NA;-4,52;-2,78
"50";2007-12-12;"IHFA";994,47;717,828099;NA;-78,3;-79,15;NA;-73,75;-76,34;NA;-4,55;-2,81
"51";2007-12-13;"IHFA";992,34;718,127742;NA;-78,35;-79,19;NA;-73,74;-76,33;NA;-4,61;-2,86
"52";2007-12-14;"IHFA";993,47;718,427254;NA;-78,33;-79,17;NA;-73,72;-76,32;NA;-4,61;-2,85000000000001
"53";2007-12-17;"IHFA";991,4;718,72689;NA;-78,37;-79,21;NA;-73,71;-76,31;NA;-4,66000000000001;-2,89999999999999
"54";2007-12-18;"IHFA";990,16;719,026652;NA;-78,4;-79,24;NA;-73,7;-76,3;NA;-4,7;-2,94
"55";2007-12-19;"IHFA";991,63;719,326795;NA;-78,37;-79,21;NA;-73,69;-76,29;NA;-4,68000000000001;-2,91999999999999
"56";2007-12-20;"IHFA";991,67;719,627321;NA;-78,37;-79,21;NA;-73,68;-76,28;NA;-4,69;-2,92999999999999
"57";2007-12-21;"IHFA";993,55;719,927715;NA;-78,32;-79,17;NA;-73,67;-76,27;NA;-4,64999999999999;-2,90000000000001
"58";2007-12-24;"IHFA";993,89;720,229264;NA;-78,32;-79,16;NA;-73,66;-76,26;NA;-4,66;-2,89999999999999
"59";2007-12-26;"IHFA";996,84;720,530939;NA;-78,25;-79,1;NA;-73,65;-76,25;NA;-4,59999999999999;-2,84999999999999
"60";2007-12-27;"IHFA";997,32;720,832225;NA;-78,24;-79,09;NA;-73,64;-76,24;NA;-4,59999999999999;-2,85000000000001
"61";2007-12-28;"IHFA";999,24;721,133638;NA;-78,2;-79,05;NA;-73,63;-76,23;NA;-4,57000000000001;-2,81999999999999
"62";2007-12-31;"IHFA";999,71;721,435434;NA;-78,19;-79,04;NA;-73,61;-76,22;NA;-4,58;-2,82000000000001
"63";2008-01-02;"IHFA";1000,96;721,737356;NA;-78,16;-79,01;NA;-73,6;-76,21;NA;-4,56;-2,80000000000001
"64";2008-01-03;"IHFA";1003,29;722,038631;NA;-78,11;-78,97;NA;-73,59;-76,2;NA;-4,52;-2,77
"65";2008-01-04;"IHFA";1001,8;722,340032;NA;-78,14;-79;NA;-73,58;-76,19;NA;-4,56;-2,81
"66";2008-01-07;"IHFA";1000,87;722,640268;NA;-78,16;-79,02;NA;-73,57;-76,18;NA;-4,59;-2,83999999999999
"67";2008-01-08;"IHFA";1002,24;722,941662;NA;-78,13;-78,99;NA;-73,56;-76,17;NA;-4,56999999999999;-2,81999999999999
"68";2008-01-09;"IHFA";1001,75;723,243439;NA;-78,15;-79;NA;-73,55;-76,16;NA;-4,60000000000001;-2,84
"69";2008-01-10;"IHFA";1003,06;723,545601;NA;-78,12;-78,97;NA;-73,54;-76,15;NA;-4,58;-2,81999999999999
"70";2008-01-11;"IHFA";1003,12;723,848148;NA;-78,12;-78,97;NA;-73,53;-76,14;NA;-4,59;-2,83
"71";2008-01-14;"IHFA";1003,37;724,150305;NA;-78,11;-78,96;NA;-73,52;-76,13;NA;-4,59;-2,83
"72";2008-01-15;"IHFA";1001,74;724,452587;NA;-78,15;-79;NA;-73,5;-76,12;NA;-4,65000000000001;-2,88
"73";2008-01-16;"IHFA";999,95;724,754737;NA;-78,18;-79,04;NA;-73,49;-76,11;NA;-4,69000000000001;-2,93000000000001
"74";2008-01-17;"IHFA";998,85;725,057012;NA;-78,21;-79,06;NA;-73,48;-76,1;NA;-4,72999999999999;-2,96000000000001
"75";2008-01-18;"IHFA";997,93;725,359155;NA;-78,23;-79,08;NA;-73,47;-76,09;NA;-4,76000000000001;-2,98999999999999
"76";2008-01-21;"IHFA";992,75;725,661423;NA;-78,34;-79,19;NA;-73,46;-76,08;NA;-4,88000000000001;-3,11
"77";2008-01-22;"IHFA";994,59;725,964077;NA;-78,3;-79,15;NA;-73,45;-76,07;NA;-4,84999999999999;-3,08000000000001
"78";2008-01-23;"IHFA";992,37;726,266857;NA;-78,35;-79,19;NA;-73,44;-76,06;NA;-4,91;-3,13
"79";2008-01-24;"IHFA";996,45;726,569763;NA;-78,26;-79,11;NA;-73,43;-76,05;NA;-4,83;-3,06
"80";2008-01-25;"IHFA";996,89;726,873055;NA;-78,25;-79,1;NA;-73,42;-76,04;NA;-4,83;-3,05999999999999
"81";2008-01-28;"IHFA";996,67;727,176474;NA;-78,26;-79,1;NA;-73,4;-76,03;NA;-4,86;-3,06999999999999
"82";2008-01-29;"IHFA";998,28;727,48002;NA;-78,22;-79,07;NA;-73,39;-76,02;NA;-4,83;-3,05
"83";2008-01-30;"IHFA";998,34;727,783432;NA;-78,22;-79,07;NA;-73,38;-76,01;NA;-4,84;-3,05999999999999
"84";2008-01-31;"IHFA";998,28;728,087231;NA;-78,22;-79,07;NA;-73,37;-76;NA;-4,84999999999999;-3,06999999999999
"85";2008-02-01;"IHFA";1000,8;728,391417;NA;-78,17;-79,02;NA;-73,36;-75,99;NA;-4,81;-3,03
"86";2008-02-06;"IHFA";1000,85;728,69547;NA;-78,17;-79,02;NA;-73,35;-75,98;NA;-4,82000000000001;-3,03999999999999
"87";2008-02-07;"IHFA";1001,21;728,99991;NA;-78,16;-79,01;NA;-73,34;-75,97;NA;-4,81999999999999;-3,04000000000001
"88";2008-02-08;"IHFA";1001,75;729,304216;NA;-78,15;-79;NA;-73,33;-75,96;NA;-4,82000000000001;-3,04000000000001
"89";2008-02-11;"IHFA";1002,85;729,608389;NA;-78,12;-78,97;NA;-73,32;-75,95;NA;-4,80000000000001;-3,02
"90";2008-02-12;"IHFA";1004,79;729,91295;NA;-78,08;-78,93;NA;-73,3;-75,94;NA;-4,78;-2,99000000000001
"91";2008-02-13;"IHFA";1005,03;730,217638;NA;-78,07;-78,93;NA;-73,29;-75,93;NA;-4,77999999999999;-3
"92";2008-02-14;"IHFA";1006,79;730,522192;NA;-78,04;-78,89;NA;-73,28;-75,92;NA;-4,76000000000001;-2,97
"93";2008-02-15;"IHFA";1005,84;730,826612;NA;-78,06;-78,91;NA;-73,27;-75,91;NA;-4,79000000000001;-3
"94";2008-02-18;"IHFA";1008,52;731,130897;NA;-78;-78,86;NA;-73,26;-75,9;NA;-4,73999999999999;-2,95999999999999
"95";2008-02-19;"IHFA";1010,52;731,435571;NA;-77,95;-78,81;NA;-73,25;-75,89;NA;-4,7;-2,92
"96";2008-02-20;"IHFA";1010,79;731,74011;NA;-77,95;-78,81;NA;-73,24;-75,88;NA;-4,71000000000001;-2,93000000000001
"97";2008-02-21;"IHFA";1014,07;732,044776;NA;-77,88;-78,74;NA;-73,23;-75,87;NA;-4,64999999999999;-2,86999999999999
"98";2008-02-22;"IHFA";1013,77;732,349307;NA;-77,88;-78,75;NA;-73,22;-75,86;NA;-4,66;-2,89
"99";2008-02-25;"IHFA";1013,69;732,654227;NA;-77,89;-78,75;NA;-73,2;-75,85;NA;-4,69;-2,90000000000001
"100";2008-02-26;"IHFA";1013,48;732,959273;NA;-77,89;-78,75;NA;-73,19;-75,84;NA;-4,7;-2,91
"101";2008-02-27;"IHFA";1013,93;733,264709;NA;-77,88;-78,74;NA;-73,18;-75,83;NA;-4,69999999999999;-2,91
"102";2008-02-28;"IHFA";1015,26;733,570272;NA;-77,85;-78,71;NA;-73,17;-75,82;NA;-4,67999999999999;-2,89
"103";2008-02-29;"IHFA";1015,6;733,876224;NA;-77,84;-78,71;NA;-73,16;-75,81;NA;-4,68000000000001;-2,89999999999999
"104";2008-03-03;"IHFA";1015,92;734,182304;NA;-77,84;-78,7;NA;-73,15;-75,8;NA;-4,69;-2,90000000000001
"105";2008-03-04;"IHFA";1015,2;734,489036;NA;-77,85;-78,72;NA;-73,14;-75,79;NA;-4,70999999999999;-2,92999999999999
"106";2008-03-05;"IHFA";1016,59;734,795634;NA;-77,82;-78,69;NA;-73,13;-75,78;NA;-4,69;-2,91
"107";2008-03-06;"IHFA";1015,94;735,102098;NA;-77,84;-78,7;NA;-73,11;-75,77;NA;-4,73;-2,93000000000001
"108";2008-03-07;"IHFA";1014,71;735,408689;NA;-77,86;-78,73;NA;-73,1;-75,76;NA;-4,76000000000001;-2,97
"109";2008-03-10;"IHFA";1011,82;735,715671;NA;-77,93;-78,79;NA;-73,09;-75,75;NA;-4,84;-3,04000000000001
"110";2008-03-11;"IHFA";1011,77;736,022781;NA;-77,93;-78,79;NA;-73,08;-75,74;NA;-4,85000000000001;-3,05000000000001
"111";2008-03-12;"IHFA";1012,87;736,330282;NA;-77,9;-78,76;NA;-73,07;-75,73;NA;-4,83000000000001;-3,03
"112";2008-03-13;"IHFA";1008,4;736,637386;NA;-78;-78,86;NA;-73,06;-75,72;NA;-4,94;-3,14
"113";2008-03-14;"IHFA";1006,92;736,944617;NA;-78,03;-78,89;NA;-73,05;-75,71;NA;-4,98;-3,18000000000001
"114";2008-03-17;"IHFA";1004,43;737,252503;NA;-78,09;-78,94;NA;-73,04;-75,7;NA;-5,05;-3,23999999999999
"115";2008-03-18;"IHFA";1006,86;737,560255;NA;-78,03;-78,89;NA;-73,03;-75,69;NA;-5;-3,2
"116";2008-03-19;"IHFA";1004,45;737,868135;NA;-78,09;-78,94;NA;-73,01;-75,68;NA;-5,08;-3,25999999999999
"117";2008-03-20;"IHFA";1002,11;738,176407;NA;-78,14;-78,99;NA;-73;-75,67;NA;-5,14;-3,31999999999999
"118";2008-03-24;"IHFA";1001,73;738,485072;NA;-78,15;-79;NA;-72,99;-75,66;NA;-5,16000000000001;-3,34
"119";2008-03-25;"IHFA";1000,24;738,793602;NA;-78,18;-79,03;NA;-72,98;-75,65;NA;-5,2;-3,38
"120";2008-03-26;"IHFA";1000,77;739,102261;NA;-78,17;-79,02;NA;-72,97;-75,64;NA;-5,2;-3,38
"121";2008-03-27;"IHFA";1000,62;739,410785;NA;-78,17;-79,02;NA;-72,96;-75,63;NA;-5,21000000000001;-3,39
"122";2008-03-28;"IHFA";1000,45;739,719437;NA;-78,17;-79,02;NA;-72,95;-75,62;NA;-5,22;-3,39999999999999
"123";2008-03-31;"IHFA";1000;740,028218;NA;-78,18;-79,03;NA;-72,93;-75,61;NA;-5,25;-3,42
"124";2008-04-01;"IHFA";1000,66;740,338715;NA;-78,17;-79,02;NA;-72,92;-75,6;NA;-5,25;-3,42
"125";2008-04-02;"IHFA";1002,4;740,649077;NA;-78,13;-78,98;NA;-72,91;-75,59;NA;-5,22;-3,39
"126";2008-04-03;"IHFA";1004,47;740,958511;NA;-78,09;-78,94;NA;-72,9;-75,58;NA;-5,19;-3,36
"127";2008-04-04;"IHFA";1005,16;741,269398;NA;-78,07;-78,93;NA;-72,89;-75,57;NA;-5,17999999999999;-3,36000000000001
"128";2008-04-07;"IHFA";1006,3;741,579886;NA;-78,05;-78,9;NA;-72,88;-75,56;NA;-5,17;-3,34
"129";2008-04-08;"IHFA";1006,52;741,891034;NA;-78,04;-78,9;NA;-72,87;-75,55;NA;-5,17;-3,35000000000001
"130";2008-04-09;"IHFA";1007,63;742,201252;NA;-78,02;-78,87;NA;-72,86;-75,54;NA;-5,16;-3,33
"131";2008-04-10;"IHFA";1007,66;742,511334;NA;-78,02;-78,87;NA;-72,84;-75,53;NA;-5,17999999999999;-3,34
"132";2008-04-11;"IHFA";1008,42;742,821812;NA;-78;-78,86;NA;-72,83;-75,52;NA;-5,17;-3,34
"133";2008-04-14;"IHFA";1007,79;743,132419;NA;-78,01;-78,87;NA;-72,82;-75,51;NA;-5,19000000000001;-3,36
"134";2008-04-15;"IHFA";1008,59;743,443156;NA;-78;-78,85;NA;-72,81;-75,5;NA;-5,19;-3,34999999999999
"135";2008-04-16;"IHFA";1009,83;743,754289;NA;-77,97;-78,83;NA;-72,8;-75,49;NA;-5,17;-3,34
"136";2008-04-17;"IHFA";1010,75;744,065551;NA;-77,95;-78,81;NA;-72,79;-75,48;NA;-5,16;-3,33
"137";2008-04-18;"IHFA";1011,07;744,390206;NA;-77,94;-78,8;NA;-72,78;-75,47;NA;-5,16;-3,33
"138";2008-04-22;"IHFA";1012,18;744,715003;NA;-77,92;-78,78;NA;-72,76;-75,46;NA;-5,16;-3,32000000000001
"139";2008-04-23;"IHFA";1013,17;745,039676;NA;-77,9;-78,76;NA;-72,75;-75,44;NA;-5,15000000000001;-3,32000000000001
"140";2008-04-24;"IHFA";1012,93;745,363696;NA;-77,9;-78,76;NA;-72,74;-75,43;NA;-5,16000000000001;-3,33
"141";2008-04-25;"IHFA";1012,98;745,687856;NA;-77,9;-78,76;NA;-72,73;-75,42;NA;-5,17;-3,34
"142";2008-04-28;"IHFA";1012,45;746,012423;NA;-77,91;-78,77;NA;-72,72;-75,41;NA;-5,19;-3,36
"143";2008-04-29;"IHFA";1013,27;746,336866;NA;-77,89;-78,76;NA;-72,7;-75,4;NA;-5,19;-3,36
"144";2008-04-30;"IHFA";1015,03;746,661184;NA;-77,86;-78,72;NA;-72,69;-75,39;NA;-5,17;-3,33
"145";2008-05-02;"IHFA";1020,17;746,985644;NA;-77,74;-78,61;NA;-72,68;-75,38;NA;-5,05999999999999;-3,23
"146";2008-05-05;"IHFA";1020,32;747,31051;NA;-77,74;-78,61;NA;-72,67;-75,37;NA;-5,06999999999999;-3,23999999999999
"147";2008-05-06;"IHFA";1020,87;747,634985;NA;-77,73;-78,6;NA;-72,66;-75,36;NA;-5,07000000000001;-3,23999999999999
"148";2008-05-07;"IHFA";1020,6;747,959601;NA;-77,73;-78,6;NA;-72,64;-75,35;NA;-5,09;-3,25
"149";2008-05-08;"IHFA";1022,4;748,284093;NA;-77,7;-78,56;NA;-72,63;-75,34;NA;-5,07000000000001;-3,22
"150";2008-05-09;"IHFA";1023,52;748,608724;NA;-77,67;-78,54;NA;-72,62;-75,33;NA;-5,05;-3,21000000000001
"151";2008-05-12;"IHFA";1024,91;748,933764;NA;-77,64;-78,51;NA;-72,61;-75,32;NA;-5,03;-3,19000000000001
"152";2008-05-13;"IHFA";1025,95;749,258944;NA;-77,62;-78,49;NA;-72,6;-75,31;NA;-5,02000000000001;-3,17999999999999
"153";2008-05-14;"IHFA";1025,76;749,584265;NA;-77,62;-78,49;NA;-72,59;-75,29;NA;-5,03;-3,19999999999999
"154";2008-05-15;"IHFA";1025,99;749,909195;NA;-77,62;-78,49;NA;-72,57;-75,28;NA;-5,05000000000001;-3,20999999999999
"155";2008-05-16;"IHFA";1027,23;750,234265;NA;-77,59;-78,46;NA;-72,56;-75,27;NA;-5,03;-3,19
"156";2008-05-19;"IHFA";1028,65;750,559475;NA;-77,56;-78,43;NA;-72,55;-75,26;NA;-5,01000000000001;-3,17
"157";2008-05-20;"IHFA";1029,01;750,88456;NA;-77,55;-78,43;NA;-72,54;-75,25;NA;-5,00999999999999;-3,18000000000001
"158";2008-05-21;"IHFA";1028,71;751,21032;NA;-77,56;-78,43;NA;-72,53;-75,24;NA;-5,03;-3,19000000000001
"159";2008-05-23;"IHFA";1029,86;751,536222;NA;-77,53;-78,41;NA;-72,51;-75,23;NA;-5,02;-3,17999999999999
"160";2008-05-26;"IHFA";1030,61;751,861997;NA;-77,52;-78,39;NA;-72,5;-75,22;NA;-5,02;-3,17
"161";2008-05-27;"IHFA";1030,01;752,188181;NA;-77,53;-78,4;NA;-72,49;-75,21;NA;-5,04000000000001;-3,19000000000001
"162";2008-05-28;"IHFA";1031,87;752,514507;NA;-77,49;-78,37;NA;-72,48;-75,2;NA;-5,00999999999999;-3,17
"163";2008-05-29;"IHFA";1032,08;752,840706;NA;-77,48;-78,36;NA;-72,47;-75,19;NA;-5,01000000000001;-3,17
"164";2008-05-30;"IHFA";1033,99;753,166779;NA;-77,44;-78,32;NA;-72,45;-75,18;NA;-4,98999999999999;-3,13999999999999
"165";2008-06-02;"IHFA";1034,81;753,493529;NA;-77,42;-78,3;NA;-72,44;-75,17;NA;-4,98;-3,13
"166";2008-06-03;"IHFA";1034,94;753,820689;NA;-77,42;-78,3;NA;-72,43;-75,16;NA;-4,98999999999999;-3,14
"167";2008-06-04;"IHFA";1033,8;754,147455;NA;-77,45;-78,33;NA;-72,42;-75,14;NA;-5,03;-3,19
"168";2008-06-05;"IHFA";1036,8;754,474094;NA;-77,38;-78,26;NA;-72,41;-75,13;NA;-4,97;-3,13000000000001
"169";2008-06-06;"IHFA";1037,4;754,814272;NA;-77,37;-78,25;NA;-72,39;-75,12;NA;-4,98;-3,13
"170";2008-06-09;"IHFA";1038,53;755,154604;NA;-77,34;-78,23;NA;-72,38;-75,11;NA;-4,96000000000001;-3,12
"171";2008-06-10;"IHFA";1037,84;755,495356;NA;-77,36;-78,24;NA;-72,37;-75,1;NA;-4,98999999999999;-3,14
"172";2008-06-11;"IHFA";1038;755,836798;NA;-77,35;-78,24;NA;-72,36;-75,09;NA;-4,98999999999999;-3,14999999999999
"173";2008-06-12;"IHFA";1039,01;756,178662;NA;-77,33;-78,22;NA;-72,34;-75,08;NA;-4,98999999999999;-3,14
"174";2008-06-13;"IHFA";1039,61;756,520949;NA;-77,32;-78,2;NA;-72,33;-75,07;NA;-4,98999999999999;-3,13000000000001
"175";2008-06-16;"IHFA";1040,61;756,863122;NA;-77,3;-78,18;NA;-72,32;-75,06;NA;-4,98;-3,12
"176";2008-06-17;"IHFA";1041,44;757,20545;NA;-77,28;-78,17;NA;-72,31;-75,04;NA;-4,97;-3,13
"177";2008-06-18;"IHFA";1041,24;757,548201;NA;-77,28;-78,17;NA;-72,29;-75,03;NA;-4,98999999999999;-3,14
"178";2008-06-19;"IHFA";1040,74;757,890571;NA;-77,3;-78,18;NA;-72,28;-75,02;NA;-5,02;-3,16000000000001
"179";2008-06-20;"IHFA";1039,87;758,233096;NA;-77,31;-78,2;NA;-72,27;-75,01;NA;-5,04000000000001;-3,19
"180";2008-06-23;"IHFA";1040,24;758,575775;NA;-77,31;-78,19;NA;-72,26;-75;NA;-5,05;-3,19
"181";2008-06-24;"IHFA";1040,51;758,919415;NA;-77,3;-78,18;NA;-72,24;-74,99;NA;-5,06;-3,19000000000001
"182";2008-06-25;"IHFA";1042,41;759,262942;NA;-77,26;-78,14;NA;-72,23;-74,98;NA;-5,03;-3,16
"183";2008-06-26;"IHFA";1041,37;759,606625;NA;-77,28;-78,17;NA;-72,22;-74,96;NA;-5,06;-3,21000000000001
"184";2008-06-27;"IHFA";1041,77;759,950194;NA;-77,27;-78,16;NA;-72,21;-74,95;NA;-5,06;-3,20999999999999
"185";2008-06-30;"IHFA";1043,34;760,293918;NA;-77,24;-78,13;NA;-72,19;-74,94;NA;-5,05;-3,19
"186";2008-07-01;"IHFA";1042,23;760,638337;NA;-77,26;-78,15;NA;-72,18;-74,93;NA;-5,08;-3,22
"187";2008-07-02;"IHFA";1039,72;760,985335;NA;-77,32;-78,2;NA;-72,17;-74,92;NA;-5,14999999999999;-3,28
"188";2008-07-03;"IHFA";1039,13;761,331144;NA;-77,33;-78,21;NA;-72,16;-74,91;NA;-5,17;-3,3
"189";2008-07-04;"IHFA";1039,13;761,676302;NA;-77,33;-78,21;NA;-72,14;-74,9;NA;-5,19;-3,30999999999999
"190";2008-07-07;"IHFA";1040,03;762,022156;NA;-77,31;-78,19;NA;-72,13;-74,89;NA;-5,18000000000001;-3,3
"191";2008-07-08;"IHFA";1039,46;762,367898;NA;-77,32;-78,21;NA;-72,12;-74,87;NA;-5,19999999999999;-3,33999999999999
"192";2008-07-09;"IHFA";1039,96;762,714336;NA;-77,31;-78,2;NA;-72,11;-74,86;NA;-5,2;-3,34
"193";2008-07-10;"IHFA";1040,08;763,061201;NA;-77,31;-78,19;NA;-72,09;-74,85;NA;-5,22;-3,34
"194";2008-07-11;"IHFA";1039,7;763,407684;NA;-77,32;-78,2;NA;-72,08;-74,84;NA;-5,23999999999999;-3,36
"195";2008-07-14;"IHFA";1041,14;763,754054;NA;-77,29;-78,17;NA;-72,07;-74,83;NA;-5,22000000000001;-3,34
"196";2008-07-15;"IHFA";1041,31;764,10004;NA;-77,28;-78,17;NA;-72,05;-74,82;NA;-5,23;-3,35000000000001
"197";2008-07-16;"IHFA";1041,8;764,445912;NA;-77,27;-78,16;NA;-72,04;-74,81;NA;-5,22999999999999;-3,34999999999999
"198";2008-07-17;"IHFA";1039,67;764,792482;NA;-77,32;-78,2;NA;-72,03;-74,79;NA;-5,28999999999999;-3,41
"199";2008-07-18;"IHFA";1039,37;765,138938;NA;-77,32;-78,21;NA;-72,02;-74,78;NA;-5,3;-3,42999999999999
"200";2008-07-21;"IHFA";1040,48;765,485552;NA;-77,3;-78,19;NA;-72;-74,77;NA;-5,3;-3,42
"201";2008-07-22;"IHFA";1039,82;765,832593;NA;-77,32;-78,2;NA;-71,99;-74,76;NA;-5,33;-3,44
"202";2008-07-23;"IHFA";1039,48;766,179249;NA;-77,32;-78,21;NA;-71,98;-74,75;NA;-5,33999999999999;-3,45999999999999
"203";2008-07-24;"IHFA";1037,54;766,525791;NA;-77,36;-78,25;NA;-71,97;-74,74;NA;-5,39;-3,51000000000001
"204";2008-07-25;"IHFA";1037,66;766,893327;NA;-77,36;-78,24;NA;-71,95;-74,72;NA;-5,41;-3,52
