"";"Nome do Ativo";"Data";"Cota";"var_12M";"var_ano";"var_mes"
"1";"CDI";1996-12-30;100,085333;NA;-96,34;-96,7
"2";"CDI";1996-12-31;100,168738;NA;-96,34;-96,7
"3";"CDI";1997-01-02;100,252212;NA;-96,33;-96,7
"4";"CDI";1997-01-03;100,32974;NA;-96,33;-96,69
"5";"CDI";1997-01-06;100,406994;NA;-96,33;-96,69
"6";"CDI";1997-01-07;100,484307;NA;-96,32;-96,69
"7";"CDI";1997-01-08;100,56168;NA;-96,32;-96,69
"8";"CDI";1997-01-09;100,639113;NA;-96,32;-96,68
"9";"CDI";1997-01-10;100,716605;NA;-96,32;-96,68
"10";"CDI";1997-01-13;100,794828;NA;-96,31;-96,68
"11";"CDI";1997-01-14;100,873112;NA;-96,31;-96,68
"12";"CDI";1997-01-15;100,951457;NA;-96,31;-96,67
"13";"CDI";1997-01-16;101,029863;NA;-96,31;-96,67
"14";"CDI";1997-01-17;101,108329;NA;-96,3;-96,67
"15";"CDI";1997-01-20;101,187194;NA;-96,3;-96,67
"16";"CDI";1997-01-21;101,26612;NA;-96,3;-96,66
"17";"CDI";1997-01-22;101,34477;NA;-96,29;-96,66
"18";"CDI";1997-01-23;101,423481;NA;-96,29;-96,66
"19";"CDI";1997-01-24;101,502591;NA;-96,29;-96,65
"20";"CDI";1997-01-27;101,582101;NA;-96,28;-96,65
"21";"CDI";1997-01-28;101,661335;NA;-96,28;-96,65
"22";"CDI";1997-01-29;101,741987;NA;-96,28;-96,65
"23";"CDI";1997-01-30;101,821345;NA;-96,28;-96,64
"24";"CDI";1997-01-31;101,903821;NA;-96,27;-96,64
"25";"CDI";1997-02-03;101,997233;NA;-96,27;-96,64
"26";"CDI";1997-02-04;102,09073;NA;-96,27;-96,64
"27";"CDI";1997-02-05;102,184994;NA;-96,26;-96,63
"28";"CDI";1997-02-06;102,279004;NA;-96,26;-96,63
"29";"CDI";1997-02-07;102,373442;NA;-96,26;-96,63
"30";"CDI";1997-02-12;102,467966;NA;-96,25;-96,62
"31";"CDI";1997-02-13;102,562579;NA;-96,25;-96,62
"32";"CDI";1997-02-14;102,657962;NA;-96,25;-96,62
"33";"CDI";1997-02-17;102,753434;NA;-96,24;-96,61
"34";"CDI";1997-02-18;102,848309;NA;-96,24;-96,61
"35";"CDI";1997-02-19;102,943273;NA;-96,24;-96,61
"36";"CDI";1997-02-20;103,03798;NA;-96,23;-96,6
"37";"CDI";1997-02-21;103,132432;NA;-96,23;-96,6
"38";"CDI";1997-02-24;103,22697;NA;-96,22;-96,6
"39";"CDI";1997-02-25;103,321251;NA;-96,22;-96,59
"40";"CDI";1997-02-26;103,415273;NA;-96,22;-96,59
"41";"CDI";1997-02-27;103,509036;NA;-96,21;-96,59
"42";"CDI";1997-02-28;103,602539;NA;-96,21;-96,59
"43";"CDI";1997-03-03;103,690947;NA;-96,21;-96,58
"44";"CDI";1997-03-04;103,779775;NA;-96,2;-96,58
"45";"CDI";1997-03-05;103,867988;NA;-96,2;-96,58
"46";"CDI";1997-03-06;103,956276;NA;-96,2;-96,57
"47";"CDI";1997-03-07;104,044985;NA;-96,19;-96,57
"48";"CDI";1997-03-10;104,134117;NA;-96,19;-96,57
"49";"CDI";1997-03-11;104,222978;NA;-96,19;-96,56
"50";"CDI";1997-03-12;104,312263;NA;-96,18;-96,56
"51";"CDI";1997-03-13;104,401276;NA;-96,18;-96,56
"52";"CDI";1997-03-14;104,490713;NA;-96,18;-96,56
"53";"CDI";1997-03-17;104,580227;NA;-96,18;-96,55
"54";"CDI";1997-03-18;104,669817;NA;-96,17;-96,55
"55";"CDI";1997-03-19;104,759484;NA;-96,17;-96,55
"56";"CDI";1997-03-20;104,848879;NA;-96,17;-96,54
"57";"CDI";1997-03-21;104,93835;NA;-96,16;-96,54
"58";"CDI";1997-03-24;105,027897;NA;-96,16;-96,54
"59";"CDI";1997-03-25;105,117521;NA;-96,16;-96,54
"60";"CDI";1997-03-26;105,207221;NA;-96,15;-96,53
"61";"CDI";1997-03-31;105,296998;NA;-96,15;-96,53
"62";"CDI";1997-04-01;105,376673;NA;-96,15;-96,53
"63";"CDI";1997-04-02;105,456408;NA;-96,14;-96,52
"64";"CDI";1997-04-03;105,536203;NA;-96,14;-96,52
"65";"CDI";1997-04-04;105,616059;NA;-96,14;-96,52
"66";"CDI";1997-04-07;105,696679;NA;-96,13;-96,52
"67";"CDI";1997-04-08;105,778418;NA;-96,13;-96,51
"68";"CDI";1997-04-09;105,863393;NA;-96,13;-96,51
"69";"CDI";1997-04-10;105,946673;NA;-96,13;-96,51
"70";"CDI";1997-04-11;106,033196;NA;-96,12;-96,51
"71";"CDI";1997-04-14;106,120496;NA;-96,12;-96,5
"72";"CDI";1997-04-15;106,207515;NA;-96,12;-96,5
"73";"CDI";1997-04-16;106,291773;NA;-96,11;-96,5
"74";"CDI";1997-04-17;106,377515;NA;-96,11;-96,49
"75";"CDI";1997-04-18;106,465099;NA;-96,11;-96,49
"76";"CDI";1997-04-22;106,548852;NA;-96,1;-96,49
"77";"CDI";1997-04-23;106,630895;NA;-96,1;-96,49
"78";"CDI";1997-04-24;106,711934;NA;-96,1;-96,48
"79";"CDI";1997-04-25;106,792679;NA;-96,09;-96,48
"80";"CDI";1997-04-28;106,873842;NA;-96,09;-96,48
"81";"CDI";1997-04-29;106,955422;NA;-96,09;-96,47
"82";"CDI";1997-04-30;107,037065;NA;-96,09;-96,47
"83";"CDI";1997-05-02;107,121981;NA;-96,08;-96,47
"84";"CDI";1997-05-05;107,20625;NA;-96,08;-96,47
"85";"CDI";1997-05-06;107,290228;NA;-96,08;-96,46
"86";"CDI";1997-05-07;107,37463;NA;-96,07;-96,46
"87";"CDI";1997-05-08;107,459098;NA;-96,07;-96,46
"88";"CDI";1997-05-09;107,543633;NA;-96,07;-96,46
"89";"CDI";1997-05-12;107,628951;NA;-96,06;-96,45
"90";"CDI";1997-05-13;107,713977;NA;-96,06;-96,45
"91";"CDI";1997-05-14;107,799071;NA;-96,06;-96,45
"92";"CDI";1997-05-15;107,884233;NA;-96,05;-96,44
"93";"CDI";1997-05-16;107,969461;NA;-96,05;-96,44
"94";"CDI";1997-05-19;108,054757;NA;-96,05;-96,44
"95";"CDI";1997-05-20;108,14012;NA;-96,04;-96,44
"96";"CDI";1997-05-21;108,225551;NA;-96,04;-96,43
"97";"CDI";1997-05-22;108,311049;NA;-96,04;-96,43
"98";"CDI";1997-05-23;108,396615;NA;-96,04;-96,43
"99";"CDI";1997-05-26;108,481887;NA;-96,03;-96,42
"100";"CDI";1997-05-27;108,566864;NA;-96,03;-96,42
"101";"CDI";1997-05-28;108,650099;NA;-96,03;-96,42
"102";"CDI";1997-05-30;108,731587;NA;-96,02;-96,42
"103";"CDI";1997-06-02;108,812773;NA;-96,02;-96,41
"104";"CDI";1997-06-03;108,89402;NA;-96,02;-96,41
"105";"CDI";1997-06-04;108,97569;NA;-96,01;-96,41
"106";"CDI";1997-06-05;109,057422;NA;-96,01;-96,41
"107";"CDI";1997-06-06;109,139579;NA;-96,01;-96,4
"108";"CDI";1997-06-09;109,222889;NA;-96,01;-96,4
"109";"CDI";1997-06-10;109,305898;NA;-96;-96,4
"110";"CDI";1997-06-11;109,38897;NA;-96;-96,39
"111";"CDI";1997-06-12;109,472106;NA;-96;-96,39
"112";"CDI";1997-06-13;109,55567;NA;-95,99;-96,39
"113";"CDI";1997-06-16;109,638932;NA;-95,99;-96,39
"114";"CDI";1997-06-17;109,722623;NA;-95,99;-96,38
"115";"CDI";1997-06-18;109,806378;NA;-95,98;-96,38
"116";"CDI";1997-06-19;109,889831;NA;-95,98;-96,38
"117";"CDI";1997-06-20;109,973347;NA;-95,98;-96,38
"118";"CDI";1997-06-23;110,05656;NA;-95,97;-96,37
"119";"CDI";1997-06-24;110,139836;NA;-95,97;-96,37
"120";"CDI";1997-06-25;110,223176;NA;-95,97;-96,37
"121";"CDI";1997-06-26;110,305476;NA;-95,97;-96,36
"122";"CDI";1997-06-27;110,387469;NA;-95,96;-96,36
"123";"CDI";1997-06-30;110,469156;NA;-95,96;-96,36
"124";"CDI";1997-07-01;110,545011;NA;-95,96;-96,36
"125";"CDI";1997-07-02;110,620919;NA;-95,95;-96,35
"126";"CDI";1997-07-03;110,696879;NA;-95,95;-96,35
"127";"CDI";1997-07-04;110,772891;NA;-95,95;-96,35
"128";"CDI";1997-07-07;110,849324;NA;-95,95;-96,35
"129";"CDI";1997-07-08;110,926179;NA;-95,94;-96,34
"130";"CDI";1997-07-09;111,003458;NA;-95,94;-96,34
"131";"CDI";1997-07-10;111,08042;NA;-95,94;-96,34
"132";"CDI";1997-07-11;111,157436;NA;-95,93;-96,34
"133";"CDI";1997-07-14;111,234876;NA;-95,93;-96,33
"134";"CDI";1997-07-15;111,312369;NA;-95,93;-96,33
"135";"CDI";1997-07-16;111,389546;NA;-95,93;-96,33
"136";"CDI";1997-07-17;111,466776;NA;-95,92;-96,33
"137";"CDI";1997-07-18;111,54406;NA;-95,92;-96,32
"138";"CDI";1997-07-21;111,621025;NA;-95,92;-96,32
"139";"CDI";1997-07-22;111,698044;NA;-95,91;-96,32
"140";"CDI";1997-07-23;111,774743;NA;-95,91;-96,32
"141";"CDI";1997-07-24;111,851495;NA;-95,91;-96,31
"142";"CDI";1997-07-25;111,9283;NA;-95,91;-96,31
"143";"CDI";1997-07-28;112,005157;NA;-95,9;-96,31
"144";"CDI";1997-07-29;112,082067;NA;-95,9;-96,31
"145";"CDI";1997-07-30;112,15903;NA;-95,9;-96,3
"146";"CDI";1997-07-31;112,236046;NA;-95,9;-96,3
"147";"CDI";1997-08-01;112,320223;NA;-95,89;-96,3
"148";"CDI";1997-08-04;112,404089;NA;-95,89;-96,3
"149";"CDI";1997-08-05;112,487643;NA;-95,89;-96,29
"150";"CDI";1997-08-06;112,571259;NA;-95,88;-96,29
"151";"CDI";1997-08-07;112,654561;NA;-95,88;-96,29
"152";"CDI";1997-08-08;112,738301;NA;-95,88;-96,28
"153";"CDI";1997-08-11;112,822479;NA;-95,87;-96,28
"154";"CDI";1997-08-12;112,907096;NA;-95,87;-96,28
"155";"CDI";1997-08-13;112,992529;NA;-95,87;-96,28
"156";"CDI";1997-08-14;113,078027;NA;-95,86;-96,27
"157";"CDI";1997-08-15;113,163212;NA;-95,86;-96,27
"158";"CDI";1997-08-18;113,248462;NA;-95,86;-96,27
"159";"CDI";1997-08-19;113,333398;NA;-95,86;-96,26
"160";"CDI";1997-08-20;113,418398;NA;-95,85;-96,26
"161";"CDI";1997-08-21;113,503462;NA;-95,85;-96,26
"162";"CDI";1997-08-22;113,58859;NA;-95,85;-96,26
"163";"CDI";1997-08-25;113,673781;NA;-95,84;-96,25
"164";"CDI";1997-08-26;113,758657;NA;-95,84;-96,25
"165";"CDI";1997-08-27;113,843597;NA;-95,84;-96,25
"166";"CDI";1997-08-28;113,9286;NA;-95,83;-96,25
"167";"CDI";1997-08-29;114,013667;NA;-95,83;-96,24
"168";"CDI";1997-09-01;114,095757;NA;-95,83;-96,24
"169";"CDI";1997-09-02;114,177906;NA;-95,82;-96,24
"170";"CDI";1997-09-03;114,259733;NA;-95,82;-96,23
"171";"CDI";1997-09-04;114,34162;NA;-95,82;-96,23
"172";"CDI";1997-09-05;114,423564;NA;-95,82;-96,23
"173";"CDI";1997-09-08;114,505568;NA;-95,81;-96,23
"174";"CDI";1997-09-09;114,58763;NA;-95,81;-96,22
"175";"CDI";1997-09-10;114,669751;NA;-95,81;-96,22
"176";"CDI";1997-09-11;114,751931;NA;-95,8;-96,22
"177";"CDI";1997-09-12;114,83417;NA;-95,8;-96,22
"178";"CDI";1997-09-15;114,916851;NA;-95,8;-96,21
"179";"CDI";1997-09-16;114,999591;NA;-95,79;-96,21
"180";"CDI";1997-09-17;115,082007;NA;-95,79;-96,21
"181";"CDI";1997-09-18;115,164483;NA;-95,79;-96,2
"182";"CDI";1997-09-19;115,247017;NA;-95,79;-96,2
"183";"CDI";1997-09-22;115,329611;NA;-95,78;-96,2
"184";"CDI";1997-09-23;115,412264;NA;-95,78;-96,2
"185";"CDI";1997-09-24;115,494976;NA;-95,78;-96,19
"186";"CDI";1997-09-25;115,576977;NA;-95,77;-96,19
"187";"CDI";1997-09-26;115,658652;NA;-95,77;-96,19
"188";"CDI";1997-09-29;115,739998;NA;-95,77;-96,19
"189";"CDI";1997-09-30;115,819859;NA;-95,76;-96,18
"190";"CDI";1997-10-01;115,899775;NA;-95,76;-96,18
"191";"CDI";1997-10-02;115,979359;NA;-95,76;-96,18
"192";"CDI";1997-10-03;116,058612;NA;-95,76;-96,17
"193";"CDI";1997-10-06;116,137919;NA;-95,75;-96,17
"194";"CDI";1997-10-07;116,217279;NA;-95,75;-96,17
"195";"CDI";1997-10-08;116,296695;NA;-95,75;-96,17
"196";"CDI";1997-10-09;116,376164;NA;-95,74;-96,16
"197";"CDI";1997-10-10;116,455688;NA;-95,74;-96,16
"198";"CDI";1997-10-13;116,535266;NA;-95,74;-96,16
"199";"CDI";1997-10-14;116,614898;NA;-95,74;-96,16
"200";"CDI";1997-10-15;116,694974;NA;-95,73;-96,15
"201";"CDI";1997-10-16;116,775493;NA;-95,73;-96,15
"202";"CDI";1997-10-17;116,856068;NA;-95,73;-96,15
"203";"CDI";1997-10-20;116,936699;NA;-95,72;-96,15
"204";"CDI";1997-10-21;117,016996;NA;-95,72;-96,14
"205";"CDI";1997-10-22;117,097347;NA;-95,72;-96,14
"206";"CDI";1997-10-23;117,177754;NA;-95,71;-96,14
"207";"CDI";1997-10-24;117,258216;NA;-95,71;-96,14
"208";"CDI";1997-10-27;117,338343;NA;-95,71;-96,13
"209";"CDI";1997-10-28;117,418915;NA;-95,71;-96,13
"210";"CDI";1997-10-29;117,500325;NA;-95,7;-96,13
"211";"CDI";1997-10-30;117,582576;NA;-95,7;-96,12
"212";"CDI";1997-10-31;117,667627;NA;-95,7;-96,12
"213";"CDI";1997-11-03;117,848835;NA;-95,69;-96,12
"214";"CDI";1997-11-04;118,02168;NA;-95,68;-96,11
"215";"CDI";1997-11-05;118,194779;NA;-95,68;-96,1
"216";"CDI";1997-11-06;118,367737;NA;-95,67;-96,1
"217";"CDI";1997-11-07;118,542527;NA;-95,66;-96,09
"218";"CDI";1997-11-10;118,718365;NA;-95,66;-96,09
"219";"CDI";1997-11-11;118,894464;NA;-95,65;-96,08
"220";"CDI";1997-11-12;119,070824;NA;-95,65;-96,08
"221";"CDI";1997-11-13;119,247445;NA;-95,64;-96,07
"222";"CDI";1997-11-14;119,424329;NA;-95,63;-96,06
"223";"CDI";1997-11-17;119,601475;NA;-95,63;-96,06
"224";"CDI";1997-11-18;119,778884;NA;-95,62;-96,05
"225";"CDI";1997-11-19;119,956556;NA;-95,61;-96,05
"226";"CDI";1997-11-20;120,134492;NA;-95,61;-96,04
"227";"CDI";1997-11-21;120,312691;NA;-95,6;-96,03
"228";"CDI";1997-11-24;120,491155;NA;-95,59;-96,03
"229";"CDI";1997-11-25;120,669884;NA;-95,59;-96,02
"230";"CDI";1997-11-26;120,848877;NA;-95,58;-96,02
"231";"CDI";1997-11-27;121,028136;NA;-95,57;-96,01
"232";"CDI";1997-11-28;121,208872;NA;-95,57;-96,01
"233";"CDI";1997-12-01;121,366443;NA;-95,56;-96
"234";"CDI";1997-12-02;121,522197;NA;-95,56;-95,99
"235";"CDI";1997-12-03;121,67815;NA;-95,55;-95,99
"236";"CDI";1997-12-04;121,83471;NA;-95,54;-95,98
"237";"CDI";1997-12-05;121,992689;NA;-95,54;-95,98
"238";"CDI";1997-12-08;122,150466;NA;-95,53;-95,97
"239";"CDI";1997-12-09;122,30804;NA;-95,53;-95,97
"240";"CDI";1997-12-10;122,465817;NA;-95,52;-95,96
"241";"CDI";1997-12-11;122,623798;NA;-95,52;-95,96
"242";"CDI";1997-12-12;122,781983;NA;-95,51;-95,95
"243";"CDI";1997-12-15;122,940372;NA;-95,5;-95,95
"244";"CDI";1997-12-16;123,098965;NA;-95,5;-95,94
"245";"CDI";1997-12-17;123,257762;NA;-95,49;-95,94
"246";"CDI";1997-12-18;123,417997;NA;-95,49;-95,93
"247";"CDI";1997-12-19;123,582555;NA;-95,48;-95,93
"248";"CDI";1997-12-22;123,747332;NA;-95,47;-95,92
"249";"CDI";1997-12-23;123,91439;NA;-95,47;-95,92
"250";"CDI";1997-12-24;124,080023;NA;-95,46;-95,91
"251";"CDI";1997-12-26;124,245876;NA;-95,46;-95,91
"252";"CDI";1997-12-29;124,411537;NA;-95,45;-95,9
"253";"CDI";1997-12-30;124,577834;24,47;-95,44;-95,89
"254";"CDI";1997-12-31;124,741031;24,53;-95,44;-95,89
"255";"CDI";1998-01-02;124,904442;24,59;-95,43;-95,88
"256";"CDI";1998-01-05;125,064581;24,65;-95,43;-95,88
"257";"CDI";1998-01-06;125,224745;24,72;-95,42;-95,87
"258";"CDI";1998-01-07;125,385151;24,78;-95,41;-95,87
"259";"CDI";1998-01-08;125,545834;24,84;-95,41;-95,86
"260";"CDI";1998-01-09;125,706759;24,91;-95,4;-95,86
"261";"CDI";1998-01-12;125,867855;24,97;-95,4;-95,85
"262";"CDI";1998-01-13;126,029193;25,04;-95,39;-95,85
"263";"CDI";1998-01-14;126,190665;25,1;-95,38;-95,84
"264";"CDI";1998-01-15;126,350416;25,16;-95,38;-95,84
"265";"CDI";1998-01-16;126,510405;25,22;-95,37;-95,83
"266";"CDI";1998-01-19;126,67078;25,28;-95,37;-95,83
"267";"CDI";1998-01-20;126,830626;25,34;-95,36;-95,82
"268";"CDI";1998-01-21;126,990417;25,4;-95,36;-95,81
"269";"CDI";1998-01-22;127,150226;25,46;-95,35;-95,81
"270";"CDI";1998-01-23;127,309426;25,52;-95,34;-95,8
"271";"CDI";1998-01-26;127,467235;25,58;-95,34;-95,8
"272";"CDI";1998-01-27;127,624165;25,64;-95,33;-95,79
"273";"CDI";1998-01-28;127,781138;25,69;-95,33;-95,79
"274";"CDI";1998-01-29;127,936178;25,75;-95,32;-95,78
"275";"CDI";1998-01-30;128,084923;25,79;-95,32;-95,78
"276";"CDI";1998-02-02;128,234714;25,84;-95,31;-95,77
"277";"CDI";1998-02-03;128,384301;25,87;-95,3;-95,77
"278";"CDI";1998-02-04;128,534366;25,9;-95,3;-95,76
"279";"CDI";1998-02-05;128,684493;25,93;-95,29;-95,76
"280";"CDI";1998-02-06;128,834833;25,96;-95,29;-95,75
"281";"CDI";1998-02-09;128,985386;25,99;-95,28;-95,75
"282";"CDI";1998-02-10;129,135963;26,03;-95,28;-95,74
"283";"CDI";1998-02-11;129,28641;26,06;-95,27;-95,74
"284";"CDI";1998-02-12;129,436917;26,09;-95,27;-95,73
"285";"CDI";1998-02-13;129,587676;26,12;-95,26;-95,73
"286";"CDI";1998-02-16;129,738496;26,15;-95,26;-95,72
"287";"CDI";1998-02-17;129,889029;26,18;-95,25;-95,72
"288";"CDI";1998-02-18;130,039814;26,21;-95,24;-95,71
"289";"CDI";1998-02-19;130,190581;26,24;-95,24;-95,71
"290";"CDI";1998-02-20;130,340905;26,27;-95,23;-95,7
"291";"CDI";1998-02-25;130,490006;26,3;-95,23;-95,7
"292";"CDI";1998-02-26;130,638929;26,32;-95,22;-95,69
"293";"CDI";1998-02-27;130,787826;26,35;-95,22;-95,69
"294";"CDI";1998-03-02;130,93701;26,38;-95,21;-95,68
"295";"CDI";1998-03-03;131,086248;26,42;-95,21;-95,68
"296";"CDI";1998-03-04;131,233932;26,45;-95,2;-95,67
"297";"CDI";1998-03-05;131,366003;26,47;-95,2;-95,67
"298";"CDI";1998-03-06;131,493119;26,49;-95,19;-95,67
"299";"CDI";1998-03-09;131,620482;26,5;-95,19;-95,66
"300";"CDI";1998-03-10;131,747967;26,52;-95,18;-95,66
"301";"CDI";1998-03-11;131,875617;26,53;-95,18;-95,65
"302";"CDI";1998-03-12;132,003268;26,55;-95,17;-95,65
"303";"CDI";1998-03-13;132,130754;26,56;-95,17;-95,65
"304";"CDI";1998-03-16;132,258734;26,57;-95,16;-95,64
"305";"CDI";1998-03-17;132,386468;26,59;-95,16;-95,64
"306";"CDI";1998-03-18;132,514159;26,6;-95,15;-95,63
"307";"CDI";1998-03-19;132,641602;26,62;-95,15;-95,63
"308";"CDI";1998-03-20;132,769333;26,63;-95,14;-95,62
"309";"CDI";1998-03-23;132,897022;26,64;-95,14;-95,62
"310";"CDI";1998-03-24;133,024792;26,66;-95,13;-95,62
"311";"CDI";1998-03-25;133,152477;26,67;-95,13;-95,61
"312";"CDI";1998-03-26;133,280285;26,68;-95,13;-95,61
"313";"CDI";1998-03-27;133,408299;26,7;-95,12;-95,6
"314";"CDI";1998-03-30;133,536311;26,72;-95,12;-95,6
"315";"CDI";1998-03-31;133,66407;26,75;-95,11;-95,59
"316";"CDI";1998-04-01;133,791827;26,77;-95,11;-95,59
"317";"CDI";1998-04-02;133,919915;26,8;-95,1;-95,59
"318";"CDI";1998-04-03;134,048;26,82;-95,1;-95,58
"319";"CDI";1998-04-06;134,176542;26,85;-95,09;-95,58
"320";"CDI";1998-04-07;134,306628;26,87;-95,09;-95,57
"321";"CDI";1998-04-08;134,438051;26,89;-95,08;-95,57
"322";"CDI";1998-04-13;134,569186;26,91;-95,08;-95,56
"323";"CDI";1998-04-14;134,700281;26,93;-95,07;-95,56
"324";"CDI";1998-04-15;134,829532;26,95;-95,07;-95,56
"325";"CDI";1998-04-16;134,939074;26,95;-95,06;-95,55
"326";"CDI";1998-04-17;135,051493;26,95;-95,06;-95,55
"327";"CDI";1998-04-20;135,163657;26,96;-95,06;-95,55
"328";"CDI";1998-04-22;135,275741;26,96;-95,05;-95,54
"329";"CDI";1998-04-23;135,387786;26,97;-95,05;-95,54
"330";"CDI";1998-04-24;135,499881;26,98;-95,04;-95,53
"331";"CDI";1998-04-27;135,611981;26,99;-95,04;-95,53
"332";"CDI";1998-04-28;135,724086;26,99;-95,04;-95,53
"333";"CDI";1998-04-29;135,836372;27;-95,03;-95,52
"334";"CDI";1998-04-30;135,9484;27,01;-95,03;-95,52
"335";"CDI";1998-05-04;136,059379;27,01;-95,02;-95,52
"336";"CDI";1998-05-05;136,171327;27,02;-95,02;-95,51
"337";"CDI";1998-05-06;136,284904;27,02;-95,02;-95,51
"338";"CDI";1998-05-07;136,397741;27,03;-95,01;-95,5
"339";"CDI";1998-05-08;136,51054;27,03;-95,01;-95,5
"340";"CDI";1998-05-11;136,623916;27,04;-95;-95,5
"341";"CDI";1998-05-12;136,737211;27,05;-95;-95,49
"342";"CDI";1998-05-13;136,850775;27,05;-94,99;-95,49
"343";"CDI";1998-05-14;136,963993;27,05;-94,99;-95,49
"344";"CDI";1998-05-15;137,077613;27,06;-94,99;-95,48
"345";"CDI";1998-05-18;137,190753;27,06;-94,98;-95,48
"346";"CDI";1998-05-19;137,3035;27,07;-94,98;-95,47
"347";"CDI";1998-05-20;137,416427;27,07;-94,97;-95,47
"348";"CDI";1998-05-21;137,525486;27,07;-94,97;-95,47
"349";"CDI";1998-05-22;137,63221;27,07;-94,97;-95,46
"350";"CDI";1998-05-25;137,738972;27,07;-94,96;-95,46
"351";"CDI";1998-05-26;137,845862;27,07;-94,96;-95,46
"352";"CDI";1998-05-27;137,952745;27,07;-94,95;-95,45
"353";"CDI";1998-05-28;138,059936;27,07;-94,95;-95,45
"354";"CDI";1998-05-29;138,167165;27,07;-94,95;-95,45
"355";"CDI";1998-06-01;138,273981;27,08;-94,94;-95,44
"356";"CDI";1998-06-02;138,379205;27,08;-94,94;-95,44
"357";"CDI";1998-06-03;138,484373;27,08;-94,94;-95,44
"358";"CDI";1998-06-04;138,589757;27,08;-94,93;-95,43
"359";"CDI";1998-06-05;138,694948;27,08;-94,93;-95,43
"360";"CDI";1998-06-08;138,80022;27,08;-94,92;-95,43
"361";"CDI";1998-06-09;138,905616;27,08;-94,92;-95,42
"362";"CDI";1998-06-10;139,010911;27,08;-94,92;-95,42
"363";"CDI";1998-06-12;139,116331;27,08;-94,91;-95,41
"364";"CDI";1998-06-15;139,221876;27,08;-94,91;-95,41
"365";"CDI";1998-06-16;139,327547;27,08;-94,9;-95,41
"366";"CDI";1998-06-17;139,433299;27,08;-94,9;-95,4
"367";"CDI";1998-06-18;139,53945;27,08;-94,9;-95,4
"368";"CDI";1998-06-19;139,645454;27,08;-94,89;-95,4
"369";"CDI";1998-06-22;139,75163;27,08;-94,89;-95,39
"370";"CDI";1998-06-23;139,857658;27,08;-94,88;-95,39
"371";"CDI";1998-06-24;139,963352;27,08;-94,88;-95,39
"372";"CDI";1998-06-25;140,066733;27,08;-94,88;-95,38
"373";"CDI";1998-06-26;140,170697;27,08;-94,87;-95,38
"374";"CDI";1998-06-29;140,274739;27,07;-94,87;-95,38
"375";"CDI";1998-06-30;140,378534;27,07;-94,87;-95,37
"376";"CDI";1998-07-01;140,482128;27,08;-94,86;-95,37
"377";"CDI";1998-07-02;140,585799;27,09;-94,86;-95,37
"378";"CDI";1998-07-03;140,689407;27,09;-94,85;-95,36
"379";"CDI";1998-07-06;140,79286;27,1;-94,85;-95,36
"380";"CDI";1998-07-07;140,896296;27,11;-94,85;-95,36
"381";"CDI";1998-07-08;140,999668;27,11;-94,84;-95,35
"382";"CDI";1998-07-09;141,103674;27,12;-94,84;-95,35
"383";"CDI";1998-07-10;141,20799;27,12;-94,84;-95,35
"384";"CDI";1998-07-13;141,311917;27,13;-94,83;-95,34
"385";"CDI";1998-07-14;141,41592;27,13;-94,83;-95,34
"386";"CDI";1998-07-15;141,519954;27,14;-94,82;-95,34
"387";"CDI";1998-07-16;141,62411;27,14;-94,82;-95,33
"388";"CDI";1998-07-17;141,728343;27,15;-94,82;-95,33
"389";"CDI";1998-07-20;141,832747;27,15;-94,81;-95,33
"390";"CDI";1998-07-21;141,937134;27,16;-94,81;-95,32
"391";"CDI";1998-07-22;142,041598;27,17;-94,81;-95,32
"392";"CDI";1998-07-23;142,145576;27,17;-94,8;-95,32
"393";"CDI";1998-07-24;142,249254;27,18;-94,8;-95,31
"394";"CDI";1998-07-27;142,352538;27,18;-94,79;-95,31
"395";"CDI";1998-07-28;142,455708;27,19;-94,79;-95,3
"396";"CDI";1998-07-29;142,558246;27,19;-94,79;-95,3
"397";"CDI";1998-07-30;142,65977;27,19;-94,78;-95,3
"398";"CDI";1998-07-31;142,760704;27,2;-94,78;-95,29
"399";"CDI";1998-08-03;142,861851;27,19;-94,78;-95,29
"400";"CDI";1998-08-04;142,962785;27,19;-94,77;-95,29
"401";"CDI";1998-08-05;143,063647;27,18;-94,77;-95,28
"402";"CDI";1998-08-06;143,164343;27,18;-94,76;-95,28
"403";"CDI";1998-08-07;143,264825;27,17;-94,76;-95,28
"404";"CDI";1998-08-10;143,365233;27,17;-94,76;-95,27
"405";"CDI";1998-08-11;143,465569;27,16;-94,75;-95,27
"406";"CDI";1998-08-12;143,565689;27,15;-94,75;-95,27
"407";"CDI";1998-08-13;143,665639;27,15;-94,75;-95,27
"408";"CDI";1998-08-14;143,765611;27,14;-94,74;-95,26
"409";"CDI";1998-08-17;143,865556;27,13;-94,74;-95,26
"410";"CDI";1998-08-18;143,965667;27,12;-94,73;-95,26
"411";"CDI";1998-08-19;144,065848;27,12;-94,73;-95,25
"412";"CDI";1998-08-20;144,165858;27,11;-94,73;-95,25
"413";"CDI";1998-08-21;144,265842;27,1;-94,72;-95,25
"414";"CDI";1998-08-24;144,365798;27,1;-94,72;-95,24
"415";"CDI";1998-08-25;144,465872;27,09;-94,72;-95,24
"416";"CDI";1998-08-26;144,565823;27,08;-94,71;-95,24
"417";"CDI";1998-08-27;144,665843;27,07;-94,71;-95,23
"418";"CDI";1998-08-28;144,765835;27,07;-94,71;-95,23
